Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
294,1953056428,1713054042,216782316672,207567197,墨鱼的余墨,p5钱花的最值的一次，本来不准备玩的，现在还是去玩了。,1,0,2,2,1,1,1
986,1953056428,1712933729,216585520176,1315383138,红樱咲,@孤羽R 更新了,1,1,2,2,1,1,1
2085,1953056428,1712899668,216508171760,293974142,卜肆,好喜欢这期视频啊，虽然是商单[脱单doge],10,0,3,3,1,1,1
1600,1953056428,1712912509,216532188096,406316182,超级海豹大王,真被骗了,1,0,2,3,1,1,1
1141,1953056428,1712927010,216567898368,702922942,星影月琉璃,@新世界的卡密Yagami [星星眼],1,1,2,2,1,1,1
813,1953056428,1712945374,216609031024,281383492,想当瑞穗小姐的猫_,这商单质量很高,1,0,3,3,1,1,1
116,1953056428,1713114601,216924461568,629285118,不爱吃鱼的晴喵,超级爱这一期,0,0,3,3,1,1,1
1439,1953056428,1712917637,216544024288,7165879,zazalars,确实要下一个来看看了,0,0,3,3,1,1,1
711,1953056428,1712975579,216636576160,667947470,cn是苍蓝nc,都去玩p5R，都去玩女神异闻录5！！！！女神异闻录：夜幕魅影，真的很垃圾，公测当天我去玩了一下，卡的一批。真的没有女神异闻录5好玩。！！！玩3也可以！！！（没钱买女神异闻录五的可以来我这领免费的）,24,27,1,1,1,1,1
1635,1953056428,1712910940,216528999856,2146915,秋玥玥,我真以为是法老！！被弹幕骗了！！,0,0,2,3,1,1,1
251,1953056428,1713069655,216815722208,1556012894,卡网呀,我真的三连了吗,0,0,2,3,1,1,1
2541,1953056428,1712898589,216505718048,296346726,鹤見在找向日葵,这个发型帅啊[脱单doge],0,0,3,3,1,1,1
1213,1953056428,1712924385,216561284896,20030377,大魔法师黄续东,2分23秒一闪而过的画面我还以为鲸尾戴了个米奇的耳朵[喜极而泣],0,0,3,3,1,2,1
245,1953056428,1713071113,216819628000,38308695,清风疯疯疯_岚,太牛了,0,0,3,3,1,1,1
1255,1953056428,1712923156,216558136144,355822455,迷茫星云,首日60抽也把我骗了[呲牙],2,0,1,3,1,2,1
1231,1953056428,1712923838,216559939360,10064002,健康搞钱,确实牛笔[支持],0,0,3,3,1,1,1
2015,1953056428,1712900095,216509044832,16503312,只会剌纸板的咸鱼光灵,《我们的视频里不会出现关于身高的段子》,0,2,3,3,1,1,2
575,1953056428,1712992422,216674733024,1466575391,7u小猫宅,就算是商单也那么好看！！！！[星星眼][星星眼],1,0,3,3,1,1,1
2597,1953056428,1712898554,216505641952,47325414,一定要早睡的喔,终于等到了，就靠这个了！（脱裤子）,1,0,3,3,1,1,1
2627,1953056428,1712898535,216505577872,1798344059,质尧,新鲜,0,0,3,3,1,1,1
1524,1953056428,1712914862,216537361664,77342707,福尔马泠,雀巢，能发4K的吗，主要是想看看我新买的电脑能否播放4K视频，没别的意思[脱单doge],1,0,2,3,2,2,2
256,1953056428,1713068761,216813360080,1604660024,呜呜总是哭,点赞,0,0,3,3,1,1,1
350,1953056428,1713023990,216753904624,470372607,子沫同学的小木屋,这期真的太好看了[打call][打call][打call]！！,0,0,3,3,1,1,1
2177,1953056428,1712899196,216507018912,1224263427,不亦悦乎SSQ,《不玩身高梗》,0,0,2,3,1,1,1
396,1953056428,1713018313,216738809248,396368267,日新月异_official,只有我觉得这期的音效的急缓和松弛，乃至恰到好处的暂停做的很棒嘛！,1,0,3,3,1,2,1
2117,1953056428,1712899467,216507596176,303183249,摄影小小夏,2分钟播放量涨了十几万[崩坏3_星星眼],0,0,3,3,1,1,1
1003,1953056428,1712933009,216583566912,1620043408,口古口古口古咕咕,啊啊啊啊,0,0,3,3,1,1,1
861,1953056428,1712940905,216602675296,27428637,紫发小鬼,这里，影视飓风？,0,0,2,2,2,2,2
1472,1953056428,1712916739,216541795056,45453995,葵小姐忠实的fan,行骗天下真的特别好看，强烈推荐,0,0,3,3,1,1,1
2526,1953056428,1712898598,216505726208,381566948,大兴安岭の山村野人,我靠你们工作室怎么老是同时更新[哦呼],0,0,2,2,2,2,1
1720,1953056428,1712907776,216522969968,1597746989,锌_Zn,[OK],0,0,2,2,1,1,1
301,1953056428,1713040974,216774498272,153465397,杨云深深深深,@社恐的小呆柚,0,0,2,3,1,1,1
965,1953056428,1712934819,216588513840,19538374,因为爱情所以我,活太好了[脱单doge],1,0,3,3,1,1,1
1470,1953056428,1712916823,216542080496,1911866246,高级桌子,你们说，要是第五人格找雀巢宣传的话……视频会不会变颠起来[doge],0,0,2,3,2,2,1
671,1953056428,1712980031,216646030352,1672995662,紅石大新手,有人知道bgm吗？,0,0,2,2,2,1,1
1035,1953056428,1712931758,216580173856,37469265,xjcwycmhtc,顶级商单啊,0,0,3,3,1,1,1
212,1953056428,1713081117,216842715824,1362827700,Fantest频道,这期好nb啊,0,0,3,3,1,1,1
266,1953056428,1713065985,216805907952,488407733,精品的某人,卡的时候我傻了,0,0,2,3,1,2,1
312,1953056428,1713030080,216765671744,266076979,whizz555,真的啊啊啊啊啊行骗天下！我超超超喜欢长泽雅美！！！！！！,0,0,3,3,1,1,1
210,1953056428,1713081333,216843312016,650163654,o萌妹拉菲o,众所周知，哥斯拉是个人名[脱单doge],0,0,2,2,1,1,1
637,1953056428,1712983364,216654455472,3593714,周遭的世界,甲方：「撤单」（无慈悲）,0,0,2,2,1,1,1
400,1953056428,1713017942,216737592512,595098,机智的益生菌,很少看到这么用心的视频了[doge],1,0,3,3,1,1,1
1822,1953056428,1712904302,216516559632,3494376963574722,热加一,我刚看完泛八爷的商单视频，接着雀巢也更新了一样的[脱单doge][脱单doge][脱单doge],1,0,3,3,1,2,1
1329,1953056428,1712920836,216552138336,3461564172602015,QUIRK_17,[UPOWER_5294454_老婆][UPOWER_5294454_老婆],1,0,2,2,1,1,1
244,1953056428,1713071419,216820435936,406244209,一条小Cindy,@帅气的Tabris @罗辑的蒙娜丽莎_ 好诶,1,1,2,3,1,1,1
2322,1953056428,1712898916,216506392736,650815373,白平穹,佛伯乐亲自培养市场[藏狐],0,0,2,2,1,1,1
2110,1953056428,1712899527,216507675280,24990383,失落丨大陆,本来觉得这期挺一般的  看了之后越来越多的惊喜  看了一半之后卧槽  厉害,1,0,3,3,1,2,1
1864,1953056428,1712903205,216514686384,24664283,一见生财谢必安,这样的商单请多来 爱看[给心心],0,0,3,3,1,1,1
1147,1953056428,1712926799,216567459872,646272570,混分老机器,很不错，有当年《万万没想到》那感觉，但比它更精彩,23,7,3,3,1,2,1
1007,1953056428,1712932799,216582904752,26407026,绝对不是受눈_눈,蛮有意思的哈哈哈哈哈,0,0,3,3,1,1,1
1371,1953056428,1712919843,216549696080,8419328,Nearlu,雀巢好大,0,0,2,3,1,1,2
2431,1953056428,1712898697,216505970224,321799988,满天飞风,哥你好帅！[大会员粉豆人_点赞],0,0,3,3,1,1,1
802,1953056428,1712946644,216610284224,457813909,Abusiver3741,"没有要求过数量 仅仅是喜欢请多多三连
所以值得三连",2,0,3,3,1,1,1
204,1953056428,1713084646,216850590032,1443761705,逗比的茸茸,当雀巢的粉丝真好一放学就有新视频看,2,0,3,3,1,1,1
2518,1953056428,1712898606,216505732016,15338523,MeiJR,好早！,0,0,2,2,1,1,1
2114,1953056428,1712899478,216507706736,87396819,古青月争,已经被游戏官方骗麻了，幽默下载就送60抽，预约抽卡上线即活动结束，一堆人之前抽半天，结果后面没领上，看后续官方怎么说，大不了还是玩端游，手游很多地方又卡又糊，操作体验也不行，要不是奔着IP来，都不可能看官方后续再决态,1,0,1,1,1,2,1
288,1953056428,1713055594,216784515360,650489228,24FDZ-LQ,有点意思,0,0,3,3,1,1,1
2295,1953056428,1712898956,216506584080,449537201,佚名-_-_-_-_-,哇，还以为雀巢已经凉了。原来是来早了[脱单doge],1,0,2,2,1,1,1
834,1953056428,1712942781,216605798496,281729325,---工藤新一---,基本每秒都有笑梗啊,2,0,2,3,1,1,1
2639,1953056428,1712898526,216505570912,6435394,ltrenok_16s,我头一次这么早,0,0,2,2,1,1,1
2183,1953056428,1712899183,216506948192,1126624944,有点中二的面包客,"这次的剧情好轻松欢快还有反转，三连了！
哈哈，我骗你玩的",0,0,3,3,1,1,2
1940,1953056428,1712901005,216510731344,44710762,庭南-,我不好说，因为我真的卡了[微笑][微笑],532,16,2,2,1,2,1
123,1953056428,1713111192,216917929360,1186879486,火鸡面酸辣粉爱好者,我怎么记得好像在哪看过，是不是之前也有拍类似的梗,0,0,2,2,2,2,1
1047,1953056428,1712930989,216578165744,101047346,了不起么,雀巢工作室的视频真是越来越有意思了,13,0,3,3,1,1,1
249,1953056428,1713070439,216817740080,2022453130,跛脚侦探甄调查,@祁恩不想睡回笼觉,0,1,2,3,1,1,1
1344,1953056428,1712920405,216551072240,178045044,Ayano00000,宣发拉满，然后游戏直接依托,1,0,1,1,1,2,1
2269,1953056428,1712899001,216506728432,358994383,砸了那染缸,合着鲸尾能力还是个概念性的能力,4,0,2,2,1,2,1
1517,1953056428,1712915131,216537946656,450214580,衣清明,所以，ed是真的吗,0,0,2,2,2,2,1
2770,1953056428,1712898465,216505457520,20289103,涡康铝辉,刚准备睡午觉又爬起来看[大哭],0,0,1,3,1,1,1
848,1953056428,1712941999,216604536352,5708325,酌酒寄春枝,一眼《行骗天下》[Muse Dash·海边假日_燃起来了],0,0,3,3,1,1,1
851,1953056428,1712941665,216603963072,18945946,wkLeoooo,这个拍的确实好棒！果断开始p5r三周目[脱单doge],1,0,3,3,1,1,1
2622,1953056428,1712898540,216505582048,12732363,那位大人不爱吃辣,如果雀巢能周更，就算让我娶明星住豪宅上清华我也愿意啊[大哭][大哭],3115,48,3,3,1,1,2
901,1953056428,1712937998,216596545904,317142768,精品就改名,坐忘道培训中心是吧？[嗑瓜子],0,0,2,2,2,2,2
1174,1953056428,1712925783,216564792752,14098367,哒呜哇,雀巢最近看行骗世家了啊,0,0,2,2,1,2,1
2036,1953056428,1712899911,216508522064,22361920,三千另一,二维码扫出来是“雀巢真帅”[辣眼睛],0,0,1,2,1,2,1
2528,1953056428,1712898597,216505786560,96654615,Soleil_Official,[打call][打call][打call],0,0,3,3,1,1,1
2457,1953056428,1712898665,216505837872,35027316,s0l1dSn4Ke,行骗天下,0,0,2,2,1,1,1
1652,1953056428,1712910037,216527241488,13977664,sjdyvc,蛋包饭真好看,0,0,2,2,1,1,1
1006,1953056428,1712932837,216583016384,479756322,Whitnebjkly,[脱单doge]最喜欢玩闻女神异味了,0,0,3,3,1,2,2
223,1953056428,1713076883,216833614064,52903763,坐忘道狐尾的笔,卧槽，拨打电话那段真的有电话打过来！,0,0,2,2,1,2,1
959,1953056428,1712935245,216589688768,649352379,得不到鱿鱼须的小章鱼,偷偷说一嘴，虽然做的依旧很好看！！但是一直盯着长镜头难免会觉得有点疲劳..印象中已经连续看到三个长镜头视频了，只是建议！！,0,0,2,1,1,2,1
2049,1953056428,1712899838,216508387248,1191455764,千手扉间-秽土转生AI,谁让你拍电影了,1,0,1,3,1,1,2
1177,1953056428,1712925694,216564567040,3493260544706572,诶嘿嘿你蝶来喽,@妍钰爱吃seafood 好有意思，好耶,0,0,3,3,1,1,1
1122,1953056428,1712927502,216569114848,77331009,一只苔,精彩!,0,0,3,3,1,1,1
2746,1953056428,1712898474,216505464944,671256354,art-image,最快的一次,6,0,2,2,1,1,1
