Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
121,15532370,1521901294,698875366,5458623,笑承doge,我为什么想到了人工智能。。,0,1,2,2,1,1,1
114,15532370,1538238006,1096756503,90971784,菠萝面包没有菠萝,我只能说我看不太懂，尤其是一边看字幕一边去理解图形，脑子跟不上了,0,0,1,2,1,1,1
276,15532370,1508411850,453742337,686123,起勒个尸,然而现在单字识别都是一层网络(=・ω・=)。图片文字识别才三层网络。,0,0,2,2,1,2,1
149,15532370,1509849243,471107009,45417338,青菜葉子,是不是该来催个更？[2233娘_卖萌],1,0,2,2,1,1,2
76,15532370,1612854658,4089766562,8314523,AriaLI,这也太科普性了[笑哭],0,0,2,2,1,1,1
113,15532370,1538440067,1101054516,2681805,AtlantasLove,弹幕说中国人只是算疏忽好我也是服气的,0,0,1,2,1,1,1
222,15532370,1508515389,455159032,10033320,NUT_H_0,EE学生看懂了,0,0,2,2,1,1,1
282,15532370,1508408637,453682214,36346558,笑匠涡,关上前100的大门,0,0,2,2,1,1,2
96,15532370,1590823708,2968770912,6471774,一个隐居的仙人板板,我开车开着开着就滚过来学习了 挺好[傲娇],0,0,3,2,1,1,1
6,15532370,1703436269,200104462016,1818928116,去感受世界,感谢up[兔年],1,0,3,3,1,1,1
209,15532370,1508565997,455731946,12617869,快点长大个啥呀,努力学习。,0,0,2,2,1,1,1
244,15532370,1508430613,454128680,4874859,seasickness,这个翻译有点熟悉,0,0,2,2,1,1,1
71,15532370,1620035625,4507090297,229606358,柯洁Cheese,打卡[doge],0,0,2,2,1,1,2
204,15532370,1508580365,455985169,2840365,没糖,求up尽快搬运part2，硬币已投,4,0,3,3,2,1,1
48,15532370,1639283620,94963629872,85227703,灯火如秋,存一下 感觉讲的很清晰,0,0,3,2,1,1,1
175,15532370,1508727583,458116308,93590493,Arete秦,提一点小建议 语速有点快 字幕也有点快 翻译的文字很准确但过于文艺复杂 甚至用到大相径庭这样的成语 翻译的确实很敬业 但个人认为这不适合科教视频 科教视频应该用最简单易懂的句型和词汇 最直接明了的表达 个人意见 勿喷,7,2,2,2,2,2,1
73,15532370,1613908212,4161758439,928967,bing名为Ai,同样是千亿级，为啥计算机依然远远摸不到人脑的门槛，自然选择出的模型为啥能优秀那么多,1,1,2,2,1,2,1
162,15532370,1508856927,459641135,6334025,真的很欠打,一脸蒙蔽的进来 一脸蒙蔽的出去(´･_･`),0,0,2,2,1,1,1
273,15532370,1508412738,453759126,910959,小龙云,一大坨参数的最简易生成方案应该就是遗传算法了吧。,0,0,2,2,1,2,1
230,15532370,1508490133,454614993,8708345,Vivian-Le-assidu,（￣▽￣）曾经我只是觉得我记忆不好，现在我是觉得我整个脑子都不好。。。(´；ω；`),15,1,2,2,1,1,1
219,15532370,1508517704,455204244,125874,叮当F猫,给大佬跪下，最近对这个感兴趣但苦手中,0,0,3,3,1,1,1
80,15532370,1607960414,3817705419,10822241,科伊恩,"机器学习、神经网络、深度学习区别
机器学习：使用机器学习规律，各种算法的集合
神经网络：机器学习的子集
深度学习：层数很多的神经网络

才疏学浅，有错误麻烦指教[呲牙]",15,2,2,2,1,2,1
327,15532370,1508402908,453598107,11154115,賜沐,http://scs.ryerson.ca/~aharley/vis/conv/ 给你们个网址玩,1,3,2,2,1,1,2
167,15532370,1508767465,458665528,459870,没事干,"我们公司正在做图像处理的深度学习项目，算法那边全是研究生
建议数学不好的还是先看线代吧[小电视_思索]",0,0,2,2,1,2,1
0,15532370,1712567828,215969611920,281387212,mac老麦,"加权检测边确实是一种很好的理解MLP的方式,但是这种理解似乎不能解释为什么图像平移也不影响正确的图像识别结果",0,0,2,2,1,2,1
258,15532370,1508420430,453909365,122518982,Borime硼霜,前一百,0,0,2,2,1,1,2
140,15532370,1510245485,475595614,8531171,蓑白lib,网络的隐藏层内部究竟发生了什么，现在不是缺少一个有效的证明嘛。。。为什么会说“这层网络提取了什么特征”呢,0,0,2,2,2,2,1
217,15532370,1508521392,455252648,112853,会动的杯具,[小电视_害羞]有兴趣的可以去看看关于自动编码器的概念，应该能更清楚训练的概念吧，大概,0,0,2,2,2,2,1
286,15532370,1508407881,453668091,4126121,老和山上扔肥皂,https://www.youtube.com/watch?v=IHZwWFHWa-w 下一集,0,0,2,2,2,1,1
320,15532370,1508403335,453602588,2561055,小Pさん,非常感谢，正好这段时间在看网易搬运的 deeplearning.ai 的深度学习系列课程。,0,0,3,3,1,2,1
139,15532370,1510377939,476912657,32951946,求知若渴谦虚若愚,我爱学习,0,0,3,2,1,1,1
307,15532370,1508404520,453616477,1478554,lazydog,有生之年系列(斜眼,0,0,2,2,1,1,2
126,15532370,1518235195,626114426,35365573,zhangpeter,喜欢小姐姐[小电视_笑],0,0,3,3,1,1,1
178,15532370,1508678067,457644194,3351222,神奇的人鱼,刚刚参加完HPC[小电视_害羞],3,1,2,2,1,1,2
127,15532370,1518173616,624860735,1531274,Skylar_Yang,刚好学习语音识别需要有神经网络基础！棒棒哒！,0,0,3,3,1,1,1
42,15532370,1647507363,105790263696,36018252,我真不是在点赞,"我发布了一篇笔记，快来看看吧
1基本原理  06:36   【图片】  假设： 第一层每个元是784行中的某一行       一二层关系：           784个元连接某个第二层...
https://www.bilibili.com/h5/note-app/view?cvid=15702850&amp;pagefrom=comment",0,0,2,2,1,2,1
136,15532370,1511343718,487819705,757935,塞拉党元首,10min21s 为啥周围的像素要赋负值 他要所有像素计算的激活值最大 不应该就是关注区域像素赋正，其他像素均赋值0不就行了？,1,2,2,2,2,2,1
194,15532370,1508613135,456671556,388635,杀人不分左右,果然人脑的非线性计算秒杀现在各种计算机,2,5,3,2,1,1,1
18,15532370,1689063135,174382749504,3988782,越感情用事越庆幸有时,6年后靠这个视频来学习神经网络进行科研。。,4,1,2,2,2,2,1
8,15532370,1700658587,195504664640,234978716,有趣的程序员,"【内容总结】
这个视频介绍了神经网络的结构和深度学习中的神经网络的基本概念。视频中解释了神经网络的组成部分，包括神经元、权重、偏置和激活函数。视频还介绍了神经网络的层级结构和连接方式，并讨论了神经网络的参数调整和学习过程。此外，视频还提到了现代神经网络中常用的激活函数ReLU和传统的sigmoid函数的区别。

【时间线】
- 00:00 - 视频介绍了大脑可以轻松识别手写数字的能力，以及设计一个程序来实现相同功能的挑战。
- 01:20 - 介绍了神经网络的结构，包括输入层、隐藏层和输出层。
- 03:47 - 解释了神经网络中神经元的激活和权重的概念。
- 05:33 - 介绍了训练过的神经网络如何识别手写数字。
- 07:43 - 讨论了神经网络中各层之间的信息传递和处理的机制。
- 10:17 - 解释了如何使用权重和偏置来确定神经元的激活程度。
- 11:34 - 神经元在开始活跃之前需要加权和。
- 11:47 - 每个神经元与上一层的所有神经元相连，并且每个连接都有一个权重。
- 11:54 - 每个连接还有一个偏置，它是加权和之前的一个数字。
- 12:03 - 神经网络中有大约13,000个权重和偏置。
- 13:27 - 神经网络可以被表示为一个函数，它将输入转换为输出。
- 14:44 - 神经网络中的计算可以用矩阵和向量的乘积表示。
- 14:56 - 使用激活函数将结果向量中的每个分量应用sigmoid函数。
- 16:18 - 神经网络通过观察数据来学习适当的权重和偏置。
- 17:31 - 现代神经网络更倾向于使用ReLU激活函数而不是sigmoid函数。

 【听歌识曲失败】: 未识别出视频中的歌曲, 建议将识别命令改为“听歌识曲, 1:30(视频中开始播放音乐的时间), 10(识别时长)
内容由AI自动生成, 仅供参考~ @李白学弟 触发了视频总结和听歌识曲",2,0,2,2,2,2,1
229,15532370,1508499839,454796973,14118073,Phantom_T,喜欢3b1b的讲解[2233娘_耶],0,0,3,3,1,1,2
184,15532370,1508652081,457160744,67950877,西伯利亚的猫猫,中学生看懂了。。。,1,2,2,2,1,1,1
277,15532370,1508410537,453717050,2826561,猫之街,[小电视_发愁]找回账号了？,2,0,2,2,2,1,1
227,15532370,1508505279,454912978,60090946,正版菌Skete,"我看弹幕有人说如果要识别汉字岂不是要匹配几千次……所以跑来解惑……如果有错误希望大牛指出……
最开始的汉字手写识别方案并非视频中这种神经网络直接得出结果，而是通过每一笔，识别笔画、记录笔顺，最后像笔画输入法一样地列举出汉字。
不过随着技术的不断发展，这种汉字识别的方法已经落后了。现在的识别方案不仅记录了笔顺，对笔画的位置、形状也有了一定的要求（目的是为了更精确的定位汉字、提高容错率），并且发展出了叠写、连写等手写识别模式，不过这些识别模式也都是从最初的笔画识别发展起来的。",124,7,2,2,2,2,1
243,15532370,1508435285,454177361,14296203,airpuck,码农一定要学好数学233,0,0,2,2,1,1,2
38,15532370,1655039114,116591894656,420433050,清华的苗子,手写数字识别发展到一定程度，验证码还安全吗？,0,1,2,2,2,2,1
99,15532370,1583303014,2467819139,283889,苔鱼,"用小学数学逻辑理解这个数字识别
如何训练模型：
假设训练一张数字3的图
第一步：将数字以截图的方式提取出来，一张图只包含一个数字，大小为28像素x28像素
第二步：将图片转换成灰度，从第一排第一格开始读取像素的灰度值，然后读第二排，第三排……
第三步：将28排数据首位相连成一个700多位数的数组，并将这个数组标记为已知数字3，一个最简单的模型就做好了
第四步：开始数字识别
取一个其他的数字，例如数字1，
将图片以上面的方式读取每一格像素的灰度值，然后组成一串数组，
然后从第一个数和数字模型3数组开始对比，
最终结果，可能有百分之10的像素是一样的，而如果用其余图片的数字3，最少有百分之50相同，那么自然而然，这个数等于3的概率是最大的，读取n个图片后，选取数组相同数最多的那一张图就是最终的结果了",3,0,2,2,2,1,1
75,15532370,1613566342,4138669787,2813744,Pref2rence,如果要入坑深度学习的话，建议一开始不要过度依赖框架（torch，tensorflow等）,0,0,2,2,2,2,1
192,15532370,1508614021,456675974,50485503,战斗傀儡莫小沫,你是在用神经网络学习了解深度学习关于神经网络的知识信息，更恐怖了(=・ω・=),63,1,2,2,1,2,1
130,15532370,1513399571,513880055,22786878,Biosimulation,"我不想多说什么：import keras !!!!!!!!
一切尽在不言中。",0,0,2,2,1,1,1
137,15532370,1511014371,484266499,31225111,cocofrog,质量很高的教学视频，谢谢UP主。,0,0,3,3,1,1,1
34,15532370,1659779716,124386687968,504953921,bili_504953921,13：52向量乘矩阵得到的结果不还是向量吗，怎么对它使用sigmoid函数啊,0,0,2,2,2,2,1
111,15532370,1547974119,1316656876,67867772,A组的床A,那个下载手写数字和数字组的网站链接是什么？,0,0,2,2,2,1,1
32,15532370,1663351214,130339383872,1756832413,太平洋里的花岗岩,回形针那个基本上都是讲的物理，工程，还有偏娱乐的,0,0,2,2,1,2,1
86,15532370,1598067277,3389860810,434652025,hhh166qqq,讲的真的很好，配合PPT特别明白，希望up多做一些深度学习的课，比大多数视频好多了，牛逼！！！,0,0,3,3,1,2,1
151,15532370,1509552221,467730534,29699559,名字重复的Tian_Lan,这封面真不是osu？,0,0,2,2,2,1,1
296,15532370,1508406540,453644199,7075184,宋仁骰Lt,卧槽，人工智能工程感觉真是伟大,0,0,3,3,1,1,1
115,15532370,1536765036,1065837557,2343053,wangjieda,倒腾了一个多月的多层感知器，快要告一段落了，从原理理解到代码实现再到演示小程序，刻意放慢了脚步，希望这段时间的学习能为以后研究更复杂的变种打下坚实的基础(〜￣△￣)〜,24,9,3,2,1,1,1
340,15532370,1508401968,453588192,94901637,怀古明今,up主牛B,0,0,3,3,1,1,1
275,15532370,1508411925,453743690,66574783,账号已注销,开头使我想起了大漠做字库,0,0,2,2,1,1,1
85,15532370,1600592430,3512552919,3736257,高速充电,权重有范围限制嘛？sigmoid函数在-5~+5这里变化明显，那我初始随机数定在-10~+10可以吗？想做一个玩玩。,0,3,2,2,2,1,1
108,15532370,1554741354,1514300502,413781,少女忍法帖ミチルっち,最近在捣鼓GAN，感觉神经网络的基础学差了，再来补一下[小电视_发愁],1,1,2,2,2,1,1
152,15532370,1509525993,467282402,23372349,单极磁感线,当计算机的思维方式越来越接近人类，我说我感到一层黑幕正在向我压来。,0,0,1,2,1,1,1
291,15532370,1508407337,453656945,787096,梦飞翔_,哇 等了好几天翻译 终于更了(°∀°)ﾉ,0,0,3,3,1,1,1
236,15532370,1508474451,454419009,21291142,ひらさわゆい__,感觉大脑被碾压(｀・ω・´),0,0,1,2,1,1,1
146,15532370,1509986406,472949859,65181207,五轴狂魔,催更催更啦,0,0,2,2,1,1,1
248,15532370,1508426015,454038353,10873781,笨蛋猪头倒栽葱H,"学好线代！学好线代！学好线代！学好线代！学好线代！学好线代！学好线代！学好线代！学好线代！学好线代！
特重要的事情说十次！
当初以为线代简单结果轻敌了差点挂掉没好，后来学到神经网络和模式识别才知道恐怖，还好补回来了，前车之鉴求不跟着傻",824,41,2,2,2,2,1
312,15532370,1508404325,453614078,19957952,vv_waves,我觉得比Andrew ng的更适合入(ke)门(pu)！！,0,0,3,3,1,1,1
119,15532370,1527602075,808527599,2100088,KirbyScarlet,tensorflow里的mnist模块，就有28*28大小的数字当实例的~,0,0,2,2,2,1,1
253,15532370,1508422903,453965228,8037517,CategoryP,"认知毁灭了
试试用做个新网络来模拟认知毁灭和重建的过程",1,0,1,2,2,2,1
104,15532370,1572575116,2071331741,199338639,家有猛兽几只,从YouTube过来的,0,0,2,2,1,1,1
251,15532370,1508423999,453991584,26308054,下个周天,感谢大佬搬运和翻译,0,0,3,3,1,1,1
347,15532370,1508401787,453586346,6865911,歌颂者X,这个有点真的到了我知识的盲区了(=・ω・=),1,0,2,2,1,1,1
168,15532370,1508764800,458610062,33816309,坂本先生Official,恭喜上首页,0,0,3,3,1,1,1
341,15532370,1508401932,453587814,23806559,De-lovely,阿尔法zero出了，很应景[小电视_赞],2,0,3,3,1,1,1
125,15532370,1519264016,649207675,22408702,神利·代目,"以动手实践为荣 , 以只看不练为耻;
以打印日志为荣 , 以单步跟踪为耻;
以空格缩进为荣 , 以制表缩进为耻;
以单元测试为荣 , 以人工测试为耻;
以模块复用为荣 , 以复制粘贴为耻;
以多态应用为荣 , 以分支判断为耻;
以Pythonic为荣 , 以冗余拖沓为耻;
以总结分享为荣 , 以跪求其解为耻;
以用Python为荣，以用C为耻;_(:3」∠)_",236,28,2,2,1,1,1
288,15532370,1508407630,453662562,8437333,钓虾喵喵喵,想听概率论统计学,0,0,2,2,2,1,1
335,15532370,1508402101,453589607,4626355,kuon酱,罗兹翻译的呀,128,3,2,2,1,1,1
210,15532370,1508563275,455681201,34603138,泡泡水丶真,发现新世界的感觉,0,0,3,3,1,1,1
132,15532370,1512652801,504070443,2754003,bickman,厉害了，我在看一本google推荐的入门教程，也是从数字识别开始讲解的，更详细一点，但是这个视频更直观，对我理解更有帮助,0,0,3,3,1,2,1
213,15532370,1508560973,455632005,527637,骑角龙の穗乃果,需要回去重学线代……,0,0,2,2,2,1,1
