Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
1210,1853177532,1712967837,216623330784,1238669327,海棠ocean,下雨天不淋雨，难道不下雨的时候淋嘛[难过],1,0,1,3,1,1,1
108,1853177532,1713149547,216955938544,1835126389,逍遥宅一生,众所周知，弱智吧不收弱智,0,0,1,2,1,1,2
134,1853177532,1713124107,216932997184,262705318,B站怎么全是广告啊,有没有人感觉像跟领导谈话一样，大家平时跟爹都这么说话的吗[微笑],0,0,2,2,1,1,1
786,1853177532,1713004942,216703138944,180938082,小七995,难怪弱智吧练ai强,2,0,1,1,1,1,1
1467,1853177532,1712931161,216578585264,21780016,水雨宫田,好美的句子,0,0,3,2,1,1,1
975,1853177532,1712985968,216661022880,3493282948582145,ka阿默ak,这不得出个三四弹,0,0,2,2,1,1,1
1464,1853177532,1712931355,216579129488,631635429,-不在她方-,你爸的声音，我怎么感觉听过，是不是之前你姐经常带你爸打游戏,1,0,2,2,1,1,1
421,1853177532,1713062373,216797555088,1793445565,八臂疯魔,什么时候出一期东京喰种的,0,0,2,2,2,1,1
258,1853177532,1713094481,216874752880,507017540,烟若梦木若华,感觉加个刚更好。      当斧子刚进入森林的时候，树木们并没有慌张，因为它的把手是自己人,29,3,2,2,1,1,2
1481,1853177532,1712929001,216573041664,517112129,1罗卜2,崩坏三,0,0,2,2,1,1,1
559,1853177532,1713024928,216756322096,250624134,醉空居士,一饿解万忧[doge],0,0,2,2,1,1,2
873,1853177532,1712997035,216684328576,1807989,喵喵妙也,有个弹幕说这句不是许七安念的吗？不是还真有人以为网络小说里那些精彩的诗句是角色或者小说作者写的啊？？？,1,1,2,2,1,2,1
1154,1853177532,1712972776,216631135392,178151120,壹方甬行,"你为什么要活着？
因为大家都这样。",0,0,2,2,1,1,1
36,1853177532,1713189560,217041539520,288249622,雨柔喵,"工人罢了工，只会成为在混乱后死去的人。
时代变了，工人已经没有用了。现实就是：你不做工人，自然有 Ai 机器人去做。",3,0,1,2,1,2,1
769,1853177532,1713006116,216706172256,533723360,-穆晓桐-,这明明是人生吧,1,0,2,2,1,1,1
887,1853177532,1712994840,216679776688,339066539,自由doorboy,本人这几天逛弱智吧，仅凭语言与逻辑的碰撞，竟能有如此的魅力，那令人跳脱的思维，有时能让我会心一笑，能让我低头思考，吧中老哥们大隐隐于市，大智若愚，这种思考方式大抵能撬动思维固化的一角吧。,4,0,3,3,1,2,1
219,1853177532,1713102212,216894056432,199495,蒙尘心,智散而慧生，智慧与声音一般 ，是连个反义词的结合体,1,0,2,2,1,2,1
897,1853177532,1712993680,216677370080,1849082604,鑳纞,哪是弱智吧呀看完我就是弱智,0,0,1,1,1,1,1
1355,1853177532,1712943062,216606140144,698090131,此生唯一苏暖暖,都说抽烟喝酒等于慢性自杀，也都说抽烟喝酒能解愁，那么，究竟是烟酒杀死了我，还是我的忧愁？,24,11,1,2,1,1,1
18,1853177532,1713193781,217052970256,408007025,爱蘸酱的鱼丸,😋,0,0,3,2,1,1,1
691,1853177532,1713011129,216718963056,503116845,LOVE-小狐狸,这棵树生长了多少年？砍倒它只用了几十分钟。,1,0,1,2,2,1,1
114,1853177532,1713146792,216951223392,8348553,空橘,古往今来，讽刺、批判，数不胜数。   不过是寄希望于后人改变这种状况。   后人又何尝不是这么想的呢。,1,0,2,2,1,2,1
601,1853177532,1713019683,216742656896,224731292,秀木得,惊人，那人就是在跳钢管舞,1,0,3,2,1,1,1
347,1853177532,1713075888,216831277488,1791263478,卡扎洛夫,思维比正常人先进一点，那叫天才，如果先进一大步或者先进好几个时代，那叫傻子和疯子。,0,0,2,2,1,2,1
1507,1853177532,1712920043,216550063232,30810174,风随心ヅ,吧主在哪里[doge],0,1,2,2,1,1,2
825,1853177532,1713002118,216695780544,1007004398,三岁半且会说话,弱智吧是什么,1,0,1,2,1,1,1
848,1853177532,1713000178,216691369344,305341944,疏樓龍宿V,@爱写诗的遇见风,1,0,2,2,1,1,1
757,1853177532,1713006941,216708155968,28778181,Eclipsemore,出生在罗马的人并没有成功，那只是你认为的成功，燕雀安知鸿鹄之志哉，每个人的成功是不一样的，如果出生在罗马就是成功了，那富二代怎么会变为贬义词。而小明作弊那句虽然很有既视感，但是逻辑是自洽的，首先小明思想品德不好，不然也不用作弊，那一个思想品德不好的人考试作弊那已经是很小很小的事情了，可能有人要说满分，那作弊了理论上当然要往满分去啊，只能说很多时候我们要看透，不能极化，比如满分只是通常情况下代表好，不是永远代表好,9,4,2,2,1,2,1
741,1853177532,1713007777,216710232144,3355291,Knowlove,@AI视频小助理 总结一下,2,0,2,2,2,1,1
792,1853177532,1713004716,216702575152,472880059,l汤缘l,为什么你们可以打出来ruozhi两个字啊,1,0,2,2,2,1,1
205,1853177532,1713105425,216902731568,3493291708386259,三阶小宿伞,在人群之中的人不是一个人,0,0,2,2,1,1,1
343,1853177532,1713076445,216832607312,332337168,墨问雪-,对于最后一句只想说，人啊，在和平的年代过安逸惯了，贪念也渐渐生长了,1,1,2,2,1,1,1
246,1853177532,1713097497,216882230960,37536062,一刻停,1.50的封面在哪找的，好好看跪求[脱单doge],2,0,3,2,1,1,2
1345,1853177532,1712944045,216607566272,3461567473519090,背包嘚嘚,倒过来那你的脚是头，头是脚。而且俩头一脚🦶[妙啊],3,0,2,2,1,1,2
235,1853177532,1713099375,216887016928,472501549,炫酷的麻,开幕就是雷击[doge],0,0,2,2,1,1,2
55,1853177532,1713179264,217016217792,79030920,Lucky琪先生,吃苦的目的就是为了日后能吃的吓人[笑],0,0,3,2,1,1,1
307,1853177532,1713084301,216849852608,690865246,Takagi-san哶,文字的力量,0,0,2,2,1,2,1
1479,1853177532,1712929374,216573835344,354155443,谁吃了我的西红柿,工人罢了工，所以成了人。人把工举过头，所以成了天。,37,1,2,2,1,2,1
127,1853177532,1713136299,216937913328,1063676340,bili_66206238441,哭什么哭！你的人生还不够可笑吗？,0,0,1,2,1,1,1
587,1853177532,1713021237,216746852560,2035163210,咯額進去,欺骗自己，是对世界的掩耳盗铃,1,0,1,2,1,1,1
117,1853177532,1713144451,216947560144,159321359,夏洛特丶佩罗斯佩罗,有一句的大致意思，这个世界是一头大象，抽象就是对这个世界的鞭笞,5,1,2,2,1,2,1
1328,1853177532,1712945556,216609254400,449646738,妄想着白给,第二句话，真的大有体会，想成为资本家就要完成资本的任务-增值，想要增值就一定要剥削劳动人民，不剥削就不能增值，不增值就会被资本踢走,0,0,1,1,1,2,1
885,1853177532,1712994954,216679956608,320353833,E_H苏格拉,这是弱智吧？,0,0,1,1,1,1,1
717,1853177532,1713008915,216713315600,11556795,咸鱼的乌木,看完恍然大悟，原来我才是弱智[惊讶],0,0,1,2,1,1,1
539,1853177532,1713027635,216761785808,37088060,一只皮蛋叭叭,这话如果不是在贴吧说出来的，而是b站，估计一堆愤青小孩又要来怒斥你无痛呻吟,1,2,1,3,1,2,1
869,1853177532,1712997526,216685323920,476355669,决肆,摘要[脱单doge][脱单doge],1,0,2,2,1,1,2
335,1853177532,1713078088,216836122880,420928634,南方的大豆,有没有这背景啊,0,0,2,2,2,1,1
857,1853177532,1712999248,216689238128,614872593,bili_63725620989,朋友圈文案,1,0,2,2,1,1,1
290,1853177532,1713088634,216859971744,319068761,千千不是我,现在的孩子不需要吃苦来获得什么，那是前人把苦已经吃差不多了，所以现在吃苦也未必能成功,0,2,2,2,1,1,1
1344,1853177532,1712944227,216607670320,10282307,勇者雷万,"弱智吧其实还有一些搞笑的，乐观的话语。
比如，蓝牙耳机坏了，去医院挂口腔科还是耳鼻喉科？",0,0,2,2,2,2,2
1213,1853177532,1712967625,216623083696,3314382,似乎打成了共识,有没有可能，弱智吧的意思  不是吧里的都是弱智，而是吧里的人  看外面的人都是弱智,0,0,1,2,1,1,1
733,1853177532,1713008183,216711523424,295649037,隅安123,当我在流水线上被压榨的不会思考，当我思考时被压榨的一无所有,12,0,1,1,1,1,1
764,1853177532,1713006713,216707711792,29376517,面具不是唯一,跟大家分享一个句子，他喝醉了，但被清醒所扰。,1,0,2,2,1,1,1
228,1853177532,1713100715,216890294736,370324546,想喝紫灵洗澡水,3∶52 我一个月只有两天是属于我自己的,1,0,2,2,1,1,1
801,1853177532,1713003767,216700027728,27133042,日随风起丶,这是弱智吧语录？怎么看都挺有意思啊,1,0,2,2,1,1,1
740,1853177532,1713007815,216710503776,1771449570,普通人的蛙,首先，小明通过作弊让思想品德获得了满分。我们来界定一个条件，思想品德拿满分，这是最终目的。作弊就是在实现这一目的的条件，如果说因为他作弊思想品德拿满分，在现实中他是作为零分的存在，但这一界定的过程，这一说法就类似于在考试中的考卷，两者并无不同，一个是这一课门里面的满分，一个是现实生活的O分。当开始给这一行为和这一内容进行评价高败立下的时候。你生活也成为了试卷，试卷依旧还是试卷。这要看你是功利论的拥护者，还是道义论的拥护者，人各不尽同，也不会相同。,2,2,2,2,2,2,1
485,1853177532,1713042139,216774986912,7729386,ちゃんとか,警惕隔壁哲吧入侵,1,0,1,2,1,1,1
991,1853177532,1712984598,216657701984,21359532,乳糖不耐售,弱智吧？！若智吧！,0,0,1,1,1,1,1
500,1853177532,1713035885,216771844272,343916660,美术生的落榜,tmd，什么都发不出来是吧，就讽刺了，怎么滴,0,1,1,1,1,1,1
1242,1853177532,1712964405,216619706112,3493270137080535,拟抚琴,对想要自杀的人来说，毒药是解药,0,0,1,1,1,1,1
583,1853177532,1713021813,216748490112,255808340,我读卡器都不听,好多通感的用法,0,0,2,2,1,2,1
1057,1853177532,1712980385,216646830208,182594879,張乙酒,我喜欢的一句“声音的传递需要时间，我们面对着面说话，你在过去，我在未来。”,65,2,3,3,1,1,1
1335,1853177532,1712945112,216608831840,13709185,无双眼皮,刻舟求剑呢，也许不像我们想的那么蠢，一样珍贵的东西掉在水里，可惜又不能舍命去捞，但又觉得颇为惋惜在此种心境下在木船上刻一道记号大概是最好的纪念了既纪念拥有也纪念失去，生之无常却又情深义重。在岁月的长河中一次次下寻那个节点，试图去找回那个曾经拥有的珍贵的东西，可失去的再也不会从来 你也不再是从前的你。故地重游本就是刻舟求剑，人人都觉得刻舟求剑蠢，但是又有何人没在刻舟求剑呢。只可惜啊舟不能逆水而行让沉船的人捞剑  时间也不能让我们回到过去抓住那些已经失去的东西  舟在水中行他就如人在世上活啊--转网友,72,3,2,2,1,2,1
1096,1853177532,1712977201,216639931120,16073391,驼驼不是憨憨,吃人才能 吃的重点不在于人 而在于人的 才能,1,0,2,2,1,1,2
300,1853177532,1713085210,216851829360,150505342,雨夜觅爱,失眠是梦在夜里搁浅,0,0,1,2,1,1,1
380,1853177532,1713069841,216816261152,236178716,灵修无上圣主,神啊,0,0,2,2,1,1,1
650,1853177532,1713014498,216727889360,1123012110,-君莫黎,授我以渔不如授我以鱼,0,0,2,2,1,1,1
280,1853177532,1713090334,216864234960,1153050801,明天1736,弱智吧是百度贴吧的代称吗,0,0,1,2,1,1,1
1148,1853177532,1712973273,216632034608,311839886,半城涼筑,求第一张图，第一张图小红车有吗？,0,0,2,2,2,1,1
905,1853177532,1712992491,216674848752,510528612,欧皇懒大王,背景图能不能发一下[星星眼],0,0,2,2,2,1,1
949,1853177532,1712987728,216664950688,40237598,野马野马你在哪里啊,有些话只有借弱智之口说出来才能发人深省，就像鲁迅的很多话是狂人说出来的一样,7,0,2,2,1,2,1
206,1853177532,1713105403,216902550784,22998386,鸰殇大大,第一个壁纸是哪的,0,0,2,2,2,1,1
982,1853177532,1712985275,216659393888,375468373,j橘子一杯鸭,驻足当下，是不是田野里守株待兔,0,0,2,2,1,1,1
833,1853177532,1713001469,216694152288,7797030,卡嘉莉亚可,来弱智吧卧底的罢了，味儿不正[doge],1,0,1,2,1,1,2
716,1853177532,1713008951,216713348736,371222940,不择手段真豪杰,这个三连是为了第二句话,0,0,3,2,1,1,2
1126,1853177532,1712975047,216635418336,21920709,偏执狂什么情况的什么,弱智吧？睿智吧,1,0,1,1,1,1,1
6,1853177532,1713196259,217059304944,363419689,火鸡味的锅巴屮,那个镰刀锤子的图谁有啊？求图,1,0,2,2,2,1,1
39,1853177532,1713187567,217036312208,223645904,2eidolon,@天空的丿遥远,0,0,2,2,1,1,1
978,1853177532,1712985573,216660120528,372107556,你完蛋了阿星,怎么跟我印象中的弱智吧不一样，这是被哲学吧夺舍了吧,0,0,1,2,1,1,1
739,1853177532,1713007833,216710520000,1466650,闲着发呆呢,如果能清晰的看到通往成功的路，那中间的苦就不是苦而是享受[吃瓜],1,0,3,3,1,1,1
698,1853177532,1713010365,216716921376,166708377,弄死美日韩地球很美好,@AI视频小助理,0,0,2,2,1,1,1
778,1853177532,1713005568,216704709312,508628515,张三步啊,我关掉灯，将屋内的夜还给夜空,1,0,2,2,1,1,1
1296,1853177532,1712950754,216613253584,4103633,KiokineoO,小时候夏季四五点的黄昏，空气弥热视线发暗，躺在沙发里听着时钟啪嗒啪嗒，经常性的陷入短暂的失神状态，彩色而又梦幻的光线笼罩着一切，整个世界被打上了一层滤镜模模糊糊清清楚楚，陌生又熟悉，孤独痛苦而又有希望与生机，呆了许久，一声大黄的叫声，被吵醒。,2,0,2,2,1,1,1
1387,1853177532,1712939305,216599439648,1335231541,死之律者,期待能来个崩坏三，虽然口碑参差不齐,0,0,2,3,1,1,1
