Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
398,1653199190,1713103884,216898590832,4904287,乌昙婆罗与金粟莲台,谁说没有枪头就戳不死人了,0,0,2.0,2.0,1.0,1.0,1.0
82,1653199190,1713179812,217017655856,22854724,Rosebud_CMT,这开在路上会被警察拦吧,0,0,2.0,2.0,1.0,2.0,1.0
350,1653199190,1713108905,216912292832,7955766,marshmaro,打轮胎是什么效果,0,1,2.0,2.0,2.0,1.0,1.0
463,1653199190,1713099468,216887253536,342238957,lionxch,怎么没有滑膛炮,0,1,2.0,2.0,2.0,2.0,1.0
36,1653199190,1713190070,217042832912,3913379,Captopril,挡挡手枪弹和霰弹还是可以的，步枪弹就不行了,0,0,3.0,3.0,1.0,2.0,1.0
778,1653199190,1713064193,216801766288,480063292,能给我带点纸吗,第一,0,0,2.0,2.0,1.0,1.0,1.0
542,1653199190,1713089805,216862938784,487469550,38号L15B控,真爽啊,0,0,3.0,3.0,1.0,1.0,1.0
129,1653199190,1713169535,216994834128,251469689,红温崽红温了么回复我,买车的：好好哄抬物价，让你们一搞，又不好卖了！[脱单doge],0,0,2.0,2.0,1.0,1.0,2.0
50,1653199190,1713188010,217037550480,430174420,神秘老虎头,7.62*51，NATO全威力步枪弹。,0,0,2.0,2.0,1.0,1.0,1.0
135,1653199190,1713167968,216992081168,32516147,未来的白皇,测试一下无人机挂rpg弹头。[doge],1,0,2.0,2.0,1.0,2.0,1.0
500,1653199190,1713094697,216875244048,3546629080615689,Level145,1,0,0,2.0,2.0,1.0,1.0,1.0
319,1653199190,1713112411,216920524864,412556335,躲在暗处_宫步海未,所以合计就换个门而已,0,0,2.0,2.0,1.0,2.0,1.0
562,1653199190,1713087069,216856327568,353096585,王者陪玩安迪,[微笑]能试一下能防住导弹吗,0,2,2.0,2.0,2.0,2.0,2.0
613,1653199190,1713081709,216844160928,9119083,兔子菌君,回去中间切割挖掉 重新焊接一块 打磨下应该能做到不是很明显的痕迹。,0,0,2.0,2.0,1.0,2.0,1.0
271,1653199190,1713126539,216933947376,255257336,核平星爆蕾比雅,三个人，只关注了一个，亏血本那个[doge],0,0,2.0,2.0,1.0,1.0,1.0
203,1653199190,1713153698,216964109536,385470871,Kakarotto-4,[点赞],0,0,3.0,3.0,1.0,1.0,1.0
523,1653199190,1713092539,216869920064,8073303,七七在工作,你不说我还以为是@Super也好君,1,1,2.0,2.0,1.0,1.0,1.0
99,1653199190,1713176101,217008495744,10999284,致命伤而已,现实中谁打门啊，不都打窗口[滑稽],0,0,1.0,1.0,1.0,2.0,1.0
109,1653199190,1713173661,217002830768,697390041,玩玩哦吼,玩枪不违法？,0,1,2.0,2.0,2.0,1.0,1.0
668,1653199190,1713075014,216829380400,11835882,我渐渐明了,确实适合老美，国内没枪战用处不大,0,0,2.0,2.0,1.0,2.0,2.0
521,1653199190,1713092642,216870096336,328466371,熬粥波比,6,0,0,2.0,2.0,1.0,1.0,1.0
325,1653199190,1713111917,216919570784,456377649,树懒他哥,艹，看你们打的这么爽只能干羡慕[大哭],1,0,1.0,2.0,1.0,2.0,1.0
174,1653199190,1713158530,216975842240,170226763,CFM逍遥真君,加特林拍完能不能拍个RPG[doge],0,0,2.0,2.0,2.0,2.0,1.0
17,1653199190,1713193289,217051516080,221818228,热爱和平的老毛子,沙鹰硬广[doge],1,0,2.0,2.0,1.0,2.0,1.0
377,1653199190,1713106181,216904717088,156943042,Nomad_Lyken,为啥汤黑是摄影师[笑哭],8,1,2.0,2.0,2.0,1.0,1.0
681,1653199190,1713071918,216821718640,67666300,黔灵山车神,帅啊！,0,0,3.0,3.0,1.0,1.0,1.0
44,1653199190,1713188466,217038686704,3494370743421264,月底君,现在已经破十万了，快点安排加特林,0,0,2.0,2.0,1.0,2.0,1.0
121,1653199190,1713172502,217000373376,5442001,拾H叁,居家的这点东西  我很喜欢  啥时候上个链接啊,0,0,3.0,3.0,1.0,2.0,1.0
189,1653199190,1713155734,216969006080,38307214,三秋玩游戏,🐮[支持],0,0,3.0,3.0,1.0,1.0,1.0
183,1653199190,1713156330,216970607664,1731320013,JackLu57,为啥@汤黑头子 没有参与拍摄投稿啊？,0,0,2.0,2.0,2.0,1.0,1.0
565,1653199190,1713086602,216855105264,4725724,五八九十六,RPG!,0,1,3.0,2.0,1.0,2.0,1.0
471,1653199190,1713098224,216883990032,1654298561,召唤与合成2,[哦呼]我以为霰弹枪会天女散花好几个孔，结果啥也不是？,14,11,1.0,1.0,1.0,2.0,1.0
184,1653199190,1713156330,216970607648,1731320013,JackLu57,为啥@汤黑头子 没有参与拍摄投稿啊？,0,0,2.0,2.0,2.0,1.0,1.0
442,1653199190,1713101634,216892732272,19452480,我㖷申鹤の狗,在环球港有幸看到，一堆人围观,0,0,2.0,2.0,1.0,2.0,1.0
728,1653199190,1713066132,216806313904,93026691,精灵0口0,[doge]预告这么久，等好久了，终于来了,0,0,2.0,2.0,1.0,1.0,1.0
445,1653199190,1713101543,216892339504,4305085,擘開你個閪嚟舐,这车好丑[笑哭],0,0,1.0,1.0,1.0,1.0,1.0
760,1653199190,1713064723,216802952400,3494372305799747,正在补完假面骑士中,？？,2,0,2.0,2.0,1.0,1.0,1.0
777,1653199190,1713064196,216801768256,6336952,老李船长,兄弟们怎么说！下次你们想看我们测试什么防弹？[滑稽],2402,190,3.0,3.0,1.0,2.0,1.0
743,1653199190,1713065587,216805063632,8792873,Verne-J,这个测试防护不是很到位啊，油管爆破牧场做这种测试都是躲掩体后面的，要是伤人了咋办,454,12,1.0,1.0,1.0,2.0,1.0
21,1653199190,1713192942,217050671408,473440091,大王派我来巡山2019,明天特斯拉股价暴跌,0,0,2.0,3.0,1.0,2.0,1.0
235,1653199190,1713148394,216953869168,364386205,允聆,首?,0,0,2.0,2.0,1.0,1.0,1.0
269,1653199190,1713127389,216934257424,77027349,你也是流水,意义在哪？,0,1,1.0,1.0,1.0,2.0,1.0
779,1653199190,1713064173,216801581520,17388147,ClearL0Ve7,你别说你还真别说圣甲虫这期的赛道还真行[星瞳_发癫][星瞳_发癫],2,0,3.0,3.0,1.0,1.0,1.0
755,1653199190,1713065007,216803641408,389133721,汤黑头子,不得不说，实测真的是防弹的兄弟们，我的打字机试了[doge],579,12,2.0,2.0,1.0,1.0,2.0
127,1653199190,1713170705,216997044064,23287369,孤傲的游荡之魂,军火区一哥不应该是指挥官吗？[吃瓜],4,2,2.0,2.0,1.0,1.0,2.0
43,1653199190,1713188774,217039461696,6044239,只有你不开心,单发，有瞄准，就是狙，上RPG,0,0,2.0,2.0,1.0,2.0,1.0
417,1653199190,1713102678,216895442192,688269639,吉达联合俱乐部,我测，我上次还是在高中看的Cybertruck发布会说25年量产,1,0,3.0,3.0,1.0,2.0,1.0
297,1653199190,1713115180,216925103888,23300089,新的未知记录,总结：能防住大部分手枪,0,0,2.0,2.0,1.0,2.0,1.0
228,1653199190,1713149742,216956157456,377510447,Spriter_2018,弄个大车贴贴上不就看不出来了,0,0,2.0,2.0,1.0,2.0,2.0
556,1653199190,1713088394,216859330608,43855146,墨菲特们的共享CUP丶,想看国产11式狙击榴弹发射器打这辆车[滑稽],1,1,2.0,2.0,1.0,2.0,1.0
658,1653199190,1713077712,216835375120,77037177,zjm1233,感觉用老巴的电焊3d增材修复一下就可以了[吃瓜],1,0,2.0,2.0,1.0,2.0,1.0
222,1653199190,1713150642,216957866224,138176073,萝卜小哈哈,这车好看，但国内让开吗,0,2,1.0,2.0,2.0,1.0,1.0
499,1653199190,1713094708,216875252192,2099667002,jagfkf888,我是南🪣（反正没人点赞会沉下去）,1,0,2.0,2.0,1.0,1.0,1.0
88,1653199190,1713178490,217014299872,24325656,墨文2333,9.9万了[星星眼]兄弟们抓紧,0,0,2.0,2.0,1.0,1.0,1.0
97,1653199190,1713176560,217009530112,341291403,签与倩寻,不如小米su7,0,0,1.0,2.0,1.0,2.0,1.0
336,1653199190,1713110667,216916734400,173253282,湿爷爷的日常,汤黑全程无存在感[doge],5,0,2.0,2.0,1.0,1.0,1.0
703,1653199190,1713068178,216811741744,109081537,会盐析的蛋白质_ZnIr,居然在这里看到汤黑了好神奇一视频[吃瓜],0,0,3.0,3.0,1.0,2.0,1.0
465,1653199190,1713099187,216886593312,382327736,羽扇纶巾谈笑哭,爽,0,0,3.0,3.0,1.0,1.0,1.0
85,1653199190,1713179287,217016314480,3493140197542455,马斯特r,老A不是一个哥,0,0,2.0,2.0,1.0,1.0,1.0
335,1653199190,1713110874,216917234848,51221292,方唐Pool,打下前挡啊,0,0,1.0,1.0,1.0,2.0,1.0
388,1653199190,1713104793,216901072176,198687504,某LV6的御坂美琴,点赞到100W把Cybertruck炸掉！记得关注我，老李，JK，下期视频的活更狠！,1,0,2.0,2.0,1.0,1.0,1.0
582,1653199190,1713084827,216851128752,99328444,二次元战酱,找燕双鹰 他那大口径的武器挺多,0,1,2.0,2.0,1.0,2.0,2.0
744,1653199190,1713065440,216804620960,245665670,英特呐雄耐儿,昨天北京荟聚中庭里摆着一台，一群人围着。我媳妇说了一句真难看[doge],2,1,1.0,2.0,1.0,2.0,2.0
626,1653199190,1713079852,216840044736,108040752,清严70,门里那么大空间是用来放防弹插板的吗？,1,1,1.0,1.0,2.0,2.0,1.0
665,1653199190,1713075546,216830549200,88461661,可乐一口三杯半,测一下车头车尾还有我在车的另一边能不能放住？,0,0,1.0,1.0,2.0,2.0,1.0
750,1653199190,1713065229,216804129728,538466897,裤袜脱落的大尉,感觉up可能会被跳弹打中,0,0,2.0,2.0,1.0,2.0,1.0
212,1653199190,1713151856,216960253280,339711195,米高扬的设计图official,不上穿甲弹不打玻璃....fine,1,2,1.0,1.0,1.0,2.0,1.0
283,1653199190,1713119360,216930017472,354225345,彭城嘉措,美丽国特产车[笑哭],1,0,3.0,3.0,1.0,2.0,1.0
66,1653199190,1713183188,217025757760,1499139071,Ensomtlys,还好挺一般不过如果国外没有对车的改装严格要求，我觉得拿多一万美元改装的能防ak应该不难,0,0,3.0,3.0,1.0,2.0,1.0
620,1653199190,1713080692,216842004128,13957015,UWWW-N17,狠活,0,0,3.0,3.0,1.0,2.0,1.0
505,1653199190,1713094068,216873729584,2229381,星魂star,军火区一哥确定不找燕双鹰？[doge],10,2,2.0,2.0,1.0,2.0,1.0
221,1902760946,1712989514,216668841344,1815734061,落鸢怜,"啊啊啊啊啊啊，有没有人画仙侠那里的，想看古风t
eam很久了，怎么一直没人画呀？！",2,0,1.0,2.0,1.0,2.0,1.0
1011,1902760946,1712912747,216532555280,3461566041164736,ffffaaakkkeeerrr,原来还好好的，怎么越来越唐了,0,0,1.0,3.0,1.0,2.0,1.0
672,1902760946,1712923943,216560109488,2011976344,snowing冰晶,感觉第一个故事像海龟汤似的这个气氛。,0,0,2.0,2.0,1.0,2.0,1.0
344,1902760946,1712966042,216621194432,3546651828423537,bili_屑老板,1,0,0,2.0,2.0,1.0,1.0,1.0
275,1902760946,1712980068,216645990944,3493282566900551,づ小潮真帅,最早的一次，20小时前,0,1,2.0,2.0,1.0,1.0,1.0
1546,1902760946,1712905496,216518883472,1053967378,lokkkxlyb,好早!!!,0,0,3.0,3.0,1.0,1.0,1.0
1388,1902760946,1712905994,216519709712,3546619567933758,欢乐新流行,哇哦[星星眼],0,0,3.0,3.0,1.0,1.0,1.0
339,1902760946,1712968172,216623868640,3493126408767959,枸杞不吃星星,许愿成功啦！！！[给心心],0,0,3.0,2.0,1.0,1.0,1.0
1431,1902760946,1712905823,216519397088,1279783366,Daisy阿黎,还热乎[脱单doge],0,0,3.0,3.0,1.0,1.0,1.0
1826,1902760946,1712905248,216518341824,332338355,草莓味的豆子阿,来了,0,1,2.0,2.0,1.0,1.0,1.0
0,1902760946,1713197230,217061532224,514752868,bili_35581161744,晚上好[嗑瓜子],0,0,2.0,2.0,1.0,1.0,1.0
264,1902760946,1712982660,216652657216,662635462,bili_66273959749,有没有大佬能把他们编的故事用动画做出来[doge][doge],2,1,3.0,3.0,1.0,2.0,1.0
542,1902760946,1712931372,216579142480,1470239893,馍季,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[星星眼][星星眼][星星眼],0,0,3.0,3.0,1.0,1.0,1.0
1445,1902760946,1712905780,216519377632,484891110,柳梦生snker,唐死人了,1,0,3.0,3.0,1.0,2.0,2.0
821,1902760946,1712918274,216545579888,476734056,小潮小狗是小狗-,还想看uno[大哭],0,0,1.0,2.0,1.0,2.0,1.0
1737,1902760946,1712905291,216518504144,3546394344295249,赛博玉米粒,早早早早早！！！,0,0,3.0,2.0,1.0,1.0,1.0
1311,1902760946,1712906480,216520573024,414128324,阿猫阿狗3,像一颗海草海草海草海草随风飘扬。,0,0,3.0,3.0,1.0,1.0,1.0
1667,1902760946,1712905338,216518379680,475134574,菠萝菠萝太优秀,老婆贴贴！！,0,0,3.0,3.0,1.0,1.0,1.0
1869,1902760946,1712905236,216518337040,609896258,_웃음꽃,最早的一次[打call],0,0,3.0,2.0,1.0,1.0,1.0
588,1902760946,1712928104,216570810560,1645167832,屿yu重度妄想症,哈哈哈哈哈哈哈哈这期给我笑崩溃了哈哈哈哈哈中间莫名其妙给我笑喷了好多突然的笑点哈哈哈哈哈哈哈哈,1,0,3.0,3.0,1.0,1.0,1.0
216,1902760946,1712990293,216670314192,357794539,屋顶鸟在叫,超脑，没有行动能力，我给他屁股拉了一刀,0,0,2.0,2.0,1.0,1.0,1.0
980,1902760946,1712913737,216534803696,524292233,咸-,突然觉得这个游戏蛮像子夜鸮里的一个桌游[脱单doge],0,0,2.0,2.0,1.0,2.0,1.0
299,1902760946,1712976677,216638632208,634844602,可爱即正义oi,它真的很逆天,0,0,3.0,3.0,1.0,1.0,1.0
1677,1902760946,1712905330,216518530528,9967588,不熬夜热可可,一分钟前！新鲜的[脱单doge][脱单doge][脱单doge],0,0,3.0,3.0,1.0,1.0,1.0
195,1902760946,1712996358,216682875440,517397625,0001351,哥们你已经到了不恰饭就不更新的地步了吗[笑哭],1,0,2.0,2.0,2.0,1.0,1.0
1625,1902760946,1712905384,216518584224,1269899376,罗三-Robber,最早的一期,0,0,3.0,3.0,1.0,1.0,1.0
1529,1902760946,1712905530,216518904464,1295972020,磕学yyds,非常好的视频，使我的线代课快乐[脱单doge],0,0,3.0,3.0,1.0,1.0,1.0
527,1902760946,1712932054,216580876096,49925282,好想见乐佩和贝儿啊,"《有害垃圾》
《可以算出交汇的面积》
《当饮水机》
《三八二十四》
啊啊啊啊这期都是些好神金的笑点啊哈哈哈哈哈哈哈",17,0,3.0,3.0,1.0,1.0,1.0
711,1902760946,1712922215,216555725152,587282128,卷卷威风灵灵,这期很有意思,0,0,3.0,3.0,1.0,1.0,1.0
1104,1902760946,1712910448,216528029744,3493114756991741,小施莲心,傲子讲故事真的好有画面感,0,0,3.0,3.0,1.0,1.0,1.0
197,1902760946,1712995825,216681720352,328024123,温迪-惠灵顿,《马三 家》[doge],1,0,3.0,3.0,1.0,1.0,2.0
1347,1902760946,1712906231,216520149536,1819806085,无语子了啊呜呜呜,1.2万人,0,0,2.0,2.0,1.0,1.0,1.0
1218,1902760946,1712907512,216522492848,381621243,司-屿,这期太好笑了哈哈哈哈哈哈哈哈哈哈毕点进来之前没想过会这么颠，18分钟的视频愣是看了半个小时,2,0,3.0,3.0,1.0,1.0,1.0
209,1902760946,1712991776,216673338304,448655519,奔同学Ben,绿色健康悬疑惊悚小故事（确信,1,0,3.0,3.0,1.0,2.0,1.0
666,1902760946,1712924097,216560541584,1779184558,欣欣向三,前排前排,1,0,3.0,3.0,1.0,1.0,1.0
1531,1902760946,1712905523,216518900368,387391340,至尊小鼠,哇哦,1,1,3.0,3.0,1.0,1.0,1.0
96,1902760946,1713068416,216812374320,593845964,FeFlyW,对不起高子，刚好卡在这儿[喜极而泣],0,0,3.0,3.0,1.0,2.0,1.0
156,1902760946,1713011744,216720589072,32867652,绀色玫瑰,吃小斯安利！立马去买了哈哈哈,0,0,3.0,3.0,1.0,1.0,1.0
606,1902760946,1712927059,216568098832,3546629936253764,Maps蔡,好早,0,0,2.0,2.0,1.0,1.0,1.0
920,1902760946,1712915831,216539415680,3546654747659185,国语据,6任溶溶他仍然仍然有人提议日日日让人讨厌人一样,0,0,3.0,3.0,1.0,1.0,2.0
325,1902760946,1712971360,216628596432,455047848,一颗好吃的瓜子,这期好好看,1,0,3.0,3.0,1.0,1.0,1.0
700,1902760946,1712922717,216557020576,630527110,司马懿的曾孙,最早的一次,0,0,2.0,2.0,1.0,1.0,1.0
902,1902760946,1712916217,216540391920,616609379,友情友誼,最早的一次,0,0,2.0,1.0,1.0,1.0,1.0
77,1902760946,1713084376,216849907568,441494618,上课不吃饭我不是人啊,高斯！推荐以撒的结合！！！这个很好玩！,0,0,3.0,3.0,1.0,2.0,1.0
1615,1902760946,1712905394,216518723600,338195731,风流妩媚俏三嫂,老婆！！！,0,0,3.0,3.0,1.0,1.0,1.0
1662,1902760946,1712905344,216518539648,357148057,暮久安,WOW好早[罗小黑_干杯],0,0,2.0,2.0,1.0,1.0,1.0
841,1902760946,1712917857,216544518784,355172921,五羊少女Max,！！！太惊喜了，甲方居然是我妈单位的产品，感谢催更[鼓掌]呜呜呜潮粉们如果感冒和嗓子不舒服真的可以试试这个糖果和颗粒，真的效果很好，但是使用前记得问医生哈[微笑],1268,7,3.0,3.0,1.0,2.0,1.0
839,1902760946,1712917868,216544475440,3546390145796308,1433223基础小连招,知道为什么龙傲天杀人没人管吗？因为他未成年。[doge],18,2,2.0,2.0,1.0,2.0,2.0
1340,1902760946,1712906260,216520172992,629162797,雨烨-,欣欣在我生日发视频了！！！欣欣好！！！！,0,0,3.0,3.0,1.0,1.0,1.0
653,1902760946,1712925031,216562790480,3493271753984599,是妍儿吖是瓦,哈哈哈开心开心,0,0,3.0,3.0,1.0,1.0,1.0
500,1902760946,1712933470,216584777536,3546635466443490,_baddiey,爸爸更新一下微博吧,0,0,3.0,3.0,1.0,1.0,1.0
1406,1902760946,1712905891,216519505024,631389296,哈皮lalala,刚交上中期报告，就发了[doge]浅看一下,1,2,3.0,3.0,1.0,1.0,1.0
153,1902760946,1713014549,216728170832,13703359,楚若童丶,激情评论：这期不好看[微笑],1,0,3.0,3.0,1.0,1.0,1.0
1477,1902760946,1712905678,216519114304,415241963,-vvViolet,早,0,0,3.0,3.0,1.0,1.0,1.0
1886,1902760946,1712905230,216518232352,3493095037470895,ajam2,[星星眼][星星眼][星星眼],0,0,3.0,3.0,1.0,1.0,1.0
1814,1902760946,1712905253,216518318960,3546657427819306,kjk0,最早的一次[doge][doge][doge],0,0,3.0,3.0,1.0,1.0,1.0
1087,1902760946,1712910909,216528922096,3546594215463908,有鱼强酸柠檬,看完这期笑抽了从头到尾都在笑,2,0,3.0,3.0,1.0,1.0,1.0
548,1902760946,1712931151,216578497120,1361121539,这怎么什么名字都有_,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这一集好好笑啊,0,1,3.0,3.0,1.0,1.0,1.0
318,1902760946,1712971888,216629431680,1126963889,A-to_pes,怎么办，没懂三八二十四什么意思[大哭],1,2,2.0,3.0,1.0,2.0,1.0
808,1902760946,1712918784,216546864400,15538624,漠然14,这不是几年前 b 站的现象级综艺 故事王大赛吗，王老菊那期太搞笑了,2,0,3.0,3.0,1.0,1.0,1.0
27,1902760946,1713138285,216939628976,2047830,有大包的怂鼠,下次可以考虑加个村规：笑太多次/太大声，编故事的时候就多抽1-2张牌。,0,0,2.0,2.0,1.0,2.0,1.0
1497,1902760946,1712905618,216519121056,516012380,kirs-QwQ,我去最早的一次,0,0,3.0,3.0,1.0,1.0,1.0
925,1902760946,1712915579,216539041312,492123504,提瓦特第一大情种,祝大家六六三十六[脱单doge],1,0,3.0,3.0,1.0,1.0,2.0
1258,1902760946,1712906888,216521248128,3546628631825323,emmm不知道啊,真是太棒了 哈哈哈哈哈,0,0,3.0,3.0,1.0,1.0,1.0
1674,1902760946,1712905333,216518377440,400874740,69icecream,前排失语症[脱单doge],0,0,3.0,3.0,1.0,1.0,1.0
1609,1902760946,1712905402,216518660144,687187637,咕啦心情超级好,早，第一次高斯前排[星星眼][星星眼][星星眼]353，祝我顺利毕业吧！！！[大哭][大哭][大哭]这几天已经被论文折磨这吃不下饭了[打call][打call][打call]然后就看到高斯视频，还是前排，被治愈了一些。,0,0,3.0,3.0,1.0,2.0,1.0
261,1902760946,1712983088,216653807056,297613093,不改ID鸽子菌,hhhhhhhhhhhh潮t太会编故事了,0,0,3.0,3.0,1.0,2.0,1.0
134,1902760946,1713022318,216749853872,490586042,Hydroelectric_-,这一集记得带耳机观看！！！BGM都超级带感[给心心][给心心],1,0,3.0,3.0,1.0,2.0,1.0
750,1902760946,1712920590,216551495776,1357097916,啊比利布,我爱你们(⑉°з°)-♡,1,0,3.0,3.0,1.0,1.0,1.0
22,1902760946,1713155005,216967186912,5727760,一碗土豆粉てす,小傲不愧是ISFP-小艺术家,0,0,3.0,3.0,1.0,2.0,1.0
478,1902760946,1712935142,216589370016,393486711,我一定要考上370,高斯笑傲，对不起🙏不是故意截的[脱单doge],0,0,3.0,3.0,1.0,2.0,1.0
260,1902760946,1712983191,216653979936,54831483,6穿钢板,这期质量好高！！！[给心心],0,0,3.0,3.0,1.0,1.0,1.0
1127,1902760946,1712909880,216527005024,1833709881,千宫雪与凹凸弹丸,感觉高高累了…要好好休息啊[奋斗],4,0,2.0,3.0,1.0,2.0,1.0
304,1902760946,1712975282,216636001456,3402389,蛋小琪,有一种哥们在客栈听四个游侠给我讲他们的经历（吹水），前一个是星际客栈，后一个是仙侠客栈,3,0,3.0,3.0,1.0,2.0,1.0
120,1902760946,1713037070,216772227072,3546620478097689,决定权在你手里了,【【小潮team】全员恶人-哔哩哔哩】 https://b23.tv/hbVR2vD,0,0,2.0,2.0,1.0,1.0,1.0
847,1902760946,1712917735,216544262720,27591272,要再见面w,喜欢四个人的视频,0,0,3.0,3.0,1.0,1.0,1.0
697,1902760946,1712922759,216557214640,3537121564429176,小冫朝院长,标题我看成了大连编故事王…,0,0,2.0,3.0,1.0,1.0,1.0
1482,1902760946,1712905661,216519103232,3546579302615106,roy110808060813,[星星眼][星星眼][星星眼][给心心][打call],0,0,3.0,3.0,1.0,1.0,1.0
689,1902760946,1712922984,216557721840,365133417,这个夏佐不会变身,卡在了奇奇怪怪的地方[doge][doge],0,0,2.0,3.0,1.0,1.0,1.0
1772,1902760946,1712905267,216518488688,445417586,l湫兮如风,才一分钟都没过去，都那么多评论了。,0,0,3.0,3.0,1.0,1.0,1.0
457,1902760946,1712936382,216592543616,1367560416,未来动漫大师参上,真的，我是不小心截到的[doge],0,0,2.0,3.0,1.0,1.0,1.0
1733,1902760946,1712905292,216518504784,29948001,Hush音,啊啊啊好新！,0,0,3.0,3.0,1.0,1.0,1.0
670,1902760946,1712924029,216560343216,101049340,兮鸢铃,[打call],0,0,3.0,3.0,1.0,1.0,1.0
1213,1902760946,1712907638,216522637392,7495727,绿毛阿峰,我也想编故事 这也太好玩了,0,0,3.0,3.0,1.0,1.0,1.0
931,1902760946,1712915337,216538370096,3546601389820245,依古比古想说话,呜呜呜呜呜呜呜最早的一会,0,0,3.0,3.0,1.0,1.0,1.0
