,oid,timestamp,rpid,uid,uname,content,likes,replies
2194,1953013336,1713015877,216731752864,32311904,枫被拉扯搁浅,既然挑战天赋绿道来西安的三河一山吧,0,0
1120,1953013336,1713068818,216813476160,701402552,Iris笑看人生,参加个一百公里越野跑就完事了,0,0
1413,1953013336,1713056390,216785861920,2566172,爱吃旺旺仙贝,[跪了]当年先辈们到底是怎么走的啊,0,0
1652,1953013336,1713037372,216772804144,8942505,空调平沢唯,你们轻点提要求，我心疼我家电子宠物[doge],0,0
1262,1953013336,1713062181,216797139008,3493083104676732,tvydf,！点赞过100，我开始减肥减到90斤为止。,0,0
2367,1953013336,1713010133,216716391152,2880013,逆袭黄金咸鱼,关注天琪是因为她是看过嘴最硬 意志最坚定的女人 有几期能突破生理恐惧来完成挑战就是很厉害 [怪盗基德_献花],0,0
84,1953013336,1713190383,217043586896,3289855,喳叽叽里呱啦,太厉害了,0,0
225,1953013336,1713161877,216981845536,85787309,我有小红娘,飞夺泸定桥，25小时风雨中边打边跑120公里,0,0
1799,1953013336,1713030623,216766433808,3493086418176367,御星灵狼,"步行速度5km/h,要走20h",0,0
2107,1953013336,1713020980,216746208384,367294048,要奶盖抹茶,挑战一下来辽宁锦州吃烧烤，找,0,0
2287,1953013336,1713011936,216721008864,9864473,微澜-之间,现在突然感觉刚子好厉害[笑哭],0,0
1916,1953013336,1713026330,216759309600,197948,闲闲闲闲闲闲门,挑战学做红烧肉补一补[打call][打call][打call],0,0
818,1953013336,1713086772,216855482224,592542489,爱吃橙子的呈呈呀,你这吃死了也不得胖,0,0
72,1953013336,1713191526,217046829456,354579617,啃啃小面包knix,能不能申请吉尼斯啊，真的太强了[加油][加油][加油],0,0
179,1953013336,1713173968,217003474864,337295870,阿秋不装了,我上周末跑了一百多公里的越野赛回来，我跑了113公里，花了19小时。但是！！！我能坚持这么久的前提是我平常练很多，平均每天训练3小时以上[捂眼]up很棒很坚强，但我不建议大家去模仿。你如果没有接受过耐力训练+up强大的心理素质+搭子的持续鼓励，那就别尝试了,0,0
1325,1953013336,1713058808,216790103712,483105422,若即若离花mm,够了，不许这么对我的小宠物[大哭][大哭][大哭],0,0
2178,1953013336,1713016610,216733878016,23925569,唧唧and歪歪,适可而止，电子宠物也是宠物啊,0,0
844,1953013336,1713084838,216851137392,524285622,非洲和尚壹修,能看看脚上的水泡么？,1,0
2357,1953013336,1713010279,216716685616,385871669,你可爱的夜蝶,下期挑战；考公[滑稽],0,0
876,1953013336,1713081681,216844092848,499642039,你明白我宠你嘛NMBWCNM,清明节的时候去骑了一圈，从下午两点骑到晚上10点累死了[笑哭][笑哭],0,0
1053,1953013336,1713071619,216820969680,131764191,Mars疯狂男爵,回家估计🉐休息个十天半个月,0,0
571,1953013336,1713099754,216887962256,291734327,乐园艺龙,挑战身体不舒服就去医院看看,0,0
1276,1953013336,1713061377,216795379664,397593750,张伟com,走一百公里，一般人不要做这事，人要走费！,0,0
1141,1953013336,1713068062,216811338352,471605969,是小彦彦啊,想起来大学时候的湖南百公里[灵魂出窍]最后膝盖有伤，还是没参加,0,0
1393,1953013336,1713056929,216786657776,1991335712,赫㡂㜦鱓賦,你能不能来广东茂名的露天矿走一圈吗？,0,0
1545,1953013336,1713050475,216778805280,59167886,羊羊单推人,骑车100都挺有挑战[doge],0,0
1364,1953013336,1713057753,216788174976,1408205007,Rain夜z,[支持],0,0
2117,1953013336,1713019726,216742726704,3663138,别让老婆去健身房,这种远途不带绑腿么[灵魂出窍],0,0
1098,1953013336,1713069803,216816165456,3493276558559459,江火照华年,天琪咋才这么少粉啊 我的意思是没有同类挑战类博主那么多粉儿 明明也很努力也很拼,0,0
1772,1953013336,1713031825,216767858848,88642066,对未来思恋,起点在哪里啊,0,0
1196,1953013336,1713065649,216805114336,1305627899,万般由心,一个赞跑步十米上限20km,0,0
1735,1953013336,1713033250,216769436432,9443847,I-UnicorN-I,我骑车骑过一圈，从上午骑到天黑，不敢想走路多累,0,0
240,1953013336,1713158887,216976502448,10677630,铛铛琉二哟哟,小心横纹肌溶解,1,0
1723,1953013336,1713033877,216770169552,23422345,Blueberry盛夏,妈的越看越漂亮了,0,0
1960,1953013336,1713024883,216756180560,236566715,泡沫甲虫,下次挑战：电子宠物居家日常一个礼拜,0,0
198,1953013336,1713168781,216993480080,49415888,莫念影,下期挑战 ：  逛一遍义乌小商品市场一期到五期全部区域,0,0
2324,1953013336,1713011055,216718743456,20887986,无心心羽,姐姐超可爱[给心心][给心心],0,0
563,1953013336,1713100451,216889711712,513955349,就是很拽的样子,老是宠粉，什么时候粉宠下你啊！,0,0
1794,1953013336,1713030716,216766581168,454951913,余冠不岌,张天琪@_张天琪 我想看你挑战坚持一个月早睡早起，一日三餐，规律作息[脱单doge],0,0
2126,1953013336,1713018997,216740746176,172001860,风中沐霖,看不下去了，为啥要做这种自虐式的视频呢？考个证，找个班上吧。,1,0
624,1953013336,1713097452,216882134512,164099159,鹿岛沐森_,up能尝尝折耳根吗[脱单doge]我不敢试,0,0
1109,1953013336,1713069395,216815044608,518650472,唐QEQ,天府绿道在哪？我也想去挑战一下,1,0
1914,1953013336,1713026509,216759664720,405352054,合欢宗大始祖,我想看你吃好一点，这把我要。,0,0
2486,1953013336,1713009207,216714045072,293254106,星雲劍仙,夜间牙齿自发疼那是急性牙髓炎啊，别拖了，治牙去吧[doge],1119,11
1721,1953013336,1713034049,216770241840,3546586284034137,爱吃咖喱的南瓜熊,刚刚好走完了这100公里，趁现在在去挑战一下筋膜刀呗然后还得跟师傅说不疼没吃饭,82,5
2307,1953013336,1713011442,216719840256,507004965,尚安2024,休息休息吧,0,0
780,1953013336,1713088768,216860406400,498991292,HX醉千秋,我每天晚上去那边骑车呢,0,0
2040,1953013336,1713022640,216750720432,1835543116,奔跑的二环,轻轻松松 一点都不累,0,0
1023,1953013336,1713072767,216823960464,179123275,挫的可爱,智齿？尽早拔了,0,0
950,1953013336,1713075888,216831277120,280439514,无虐而之,我就牙疼过，牙疼不是病，疼起来要人命，之前睡觉的时候牙疼，来回睡来回醒来回睡来回醒，给我折腾的，脑袋磕墙上昏过去了，好消息，不疼了,0,0
1464,1953013336,1713054377,216782773328,39351165,提拉米嘘,评论区能不能都正常点儿！,0,0
1124,1953013336,1713068758,216813261088,26998876,黄安的败家玩意儿,佩服我爸妈以前跟着爷爷姥爷一起从乡下走到武汉去卖东西，还挑着担,0,0
1864,1953013336,1713028484,216763235568,102412368,彡Roc,去年一次性徒步过45km，中间带爬山那种（公路爬山，没有阶梯）从头到尾休息半小时，走了差不多10个小时，晚上十点走到第二天早上8点[笑哭]现在想想也挺佩服自己的,0,0
481,1953013336,1713107884,216909605968,395470593,豆芽糖饼,成年人走路平均一小时10公里，自己算吧,0,1
1603,1953013336,1713042872,216775214144,3546613431667003,小孩哥之王,如果可以我给你1000块钱,0,0
861,1953013336,1713083342,216847679120,384483107,老广憨憨,越来越觉得你像赵丽颖,0,0
1134,1953013336,1713068313,216812176784,336258944,司卿君行,话说这种长途道，是不是一直走不太好，会不会半跑半走的 脚没那么难受，不太懂啊 求解答,0,0
1020,1953013336,1713072801,216824042144,3546583415130828,我说的是事实啊,姑娘身体真好[微笑][微笑][微笑],0,0
2337,1953013336,1713010731,216717881088,19247458,打游戏不比谈恋爱香吗,怀疑的可以找人家要完整录像啊[思考]，动不动就怀疑，真是无语,0,0
1919,1953013336,1713026193,216758931648,175609564,梦璇芊茴,只骑自行车完成过一次，都骑了7个小时左右,0,0
616,1953013336,1713097912,216883313472,179436974,傲雪折梅,100公里相当于登顶11次珠峰,0,0
