Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
1722,1353039471,1713022143,216749261296,700105178,-姜月-,新婚快乐！,0,0,3,3,1,1,1
798,1353039471,1713076353,216832494960,324042576,是苏西没错了,送上高三生真诚的祝福一份！！,0,0,3,1,1,1,1
2827,1353039471,1713003562,216699359200,3546576941222307,冰淇淋nim,哎呦郎才女貌，祝福祝福,0,0,3,3,1,2,1
6613,1353039471,1712922798,216557118064,3494360343644563,我就是个疯,新婚快乐啊小猪[星星眼]也祝我和我女朋友可以久久,0,0,3,3,1,1,1
3370,1353039471,1712989919,216669598576,3461580597496109,-怀民睡不醒,小猪老师新婚快乐[打call][打call][打call],1,0,3,3,1,1,1
6412,1353039471,1712924771,216562151632,647349955,该用户还未注销呢,可恶啊，不能亲自到现场[脱单doge]这个视频就很有小猪老师的讲课风格。所以一哥到底什么时候结婚[脱单doge][脱单doge],1,0,3,3,1,2,1
1891,1353039471,1713019435,216741954432,1949227350,莞笙不摆烂,我随750，这是我和大家的中考分,0,2,3,3,1,1,1
1800,1353039471,1713020809,216745661824,266742114,QHRiver,线上无法随礼，投个币吧[笑哭][脱单doge],0,0,3,3,1,1,1
2648,1353039471,1713005428,216704307920,599249774,我鼬最强,[打call][打call][打call],1,0,3,3,1,1,1
4830,1353039471,1712940430,216601786896,397371280,Puppylovers,小猪老师新婚快乐！！！高三的时候您对我帮助真的特别大T T  好伟大帮助了这么多学生  老师的未来一定会特别特别的幸福的  [脱单doge],0,0,3,3,1,2,1
2132,1353039471,1713015494,216730635296,3494380335794951,Zero-Linn,江苏学生发来贺电![脱单doge][脱单doge][脱单doge]幸福永相随,0,0,3,3,1,1,1
457,1353039471,1713103434,216897381456,543671790,顼瑾,新婚快乐,0,0,3,3,1,1,1
7316,1353039471,1712920855,216552266144,3494374384077050,蔓越莓脾气,第一次来这么早[tv_doge],1,0,3,3,1,1,1
5748,1353039471,1712933015,216583424192,3494371720694263,考上南师大就改名,新婚快乐小猪老师！,0,0,3,3,1,1,1
1002,1353039471,1713069817,216816177488,661397344,小攸超喜欢花束,新婚快乐,0,0,3,3,1,1,1
5244,1353039471,1712936178,216591980736,2034158180,一只茗铭,新婚快乐！好巧啊哈哈哈[给心心],0,0,3,3,1,1,1
523,1353039471,1713094790,216875478816,1219091520,莱温cp粉,什么，才100多万播放量!还没上热搜,0,0,3,3,1,2,1
2934,1353039471,1713001862,216695161568,1490173211,Cherry小赞,小猪老师新婚快乐！[热词系列_干杯],0,0,3,3,1,1,1
1923,1353039471,1713018972,216740646864,3494376992934284,白入十,祝99,0,0,3,3,1,1,1
5582,1353039471,1712934086,216586492224,1482339372,小唐很甜i,大家都上岸！！！,0,0,3,3,1,1,1
2013,1353039471,1713017566,216736519920,1537007236,未解愁,恭喜恭喜,0,0,3,3,1,1,1
625,1353039471,1713085385,216852204032,2127770375,炸杯澄汁,一哥可以啊嫂子真漂亮😍[doge]新婚快乐！百年好合！,1,0,3,3,1,2,1
1904,1353039471,1713019245,216741464672,3546385867606959,时间必定荒废你,小猪老师，不是一数,0,0,2,2,1,2,1
7373,1353039471,1712920815,216552175456,1389905857,GEM_targ1ting,[笑哭][大笑][大笑][大笑][tv_doge],0,0,3,3,1,1,1
3652,1353039471,1712984556,216657651040,1137476300,愚见u,新婚快乐百年好合,0,0,3,3,1,1,1
4307,1353039471,1712971592,216628944464,1274701028,纯情宝宝蛇,新婚快乐啊啊啊,0,0,3,3,1,1,1
3674,1353039471,1712984340,216657147136,514343464,夏日零碎的岛屿,老师 新婚快乐！,0,0,3,3,1,1,1
362,1353039471,1713109274,216913255104,3493116122237476,清风明月pak,什么？？？？？！！！！！,0,0,3,3,1,2,1
636,1353039471,1713084890,216851207136,498531992,她不及樱花美,随俩个币[脱单doge][脱单doge],0,0,3,3,1,1,1
2812,1353039471,1713003722,216699827888,520029028,potatooooos,新婚快乐！,0,0,3,3,1,1,1
6029,1353039471,1712930344,216576317008,1924378757,可乐鸡翅永远的神,永远的一数！新婚快乐[脱单doge][脱单doge][给心心][给心心][给心心][给心心][脱单doge][脱单doge][脱单doge][给心心][给心心][星星眼][星星眼][打call][打call],2,1,3,3,1,1,1
5066,1353039471,1712937676,216595844864,3494365649438970,尔辈不能究数理化,恭喜恭喜,0,0,3,3,1,1,1
595,1353039471,1713087168,216856443376,387385862,咸西瓜咯,祝我高考一本顺利,0,0,3,2,1,1,1
7170,1353039471,1712921000,216552661680,497827731,陌离Lily,新婚快乐小猪老师！！[打call][打call],1,0,3,3,1,1,1
6914,1353039471,1712921518,216553893472,317381087,Fasteroo,小猪真的太有才了，还会钢琴，教学视频做的那么棒,0,0,3,3,1,1,1
5877,1353039471,1712931880,216580445408,1914659071,景希的作业,两个硬币就当随份子了,1,0,3,3,1,1,1
4679,1353039471,1712944440,216607811088,519651720,是兴迷的麻将,新婚快乐！！,0,0,3,3,1,1,1
6383,1353039471,1712925300,216563557568,651260013,焮天铄地-,[打call][打call][打call],1,0,3,3,1,1,1
6947,1353039471,1712921406,216553568496,2119502245,你的蠢鱼而已,恭喜🎉[脱单doge],0,0,3,3,1,1,1
4897,1353039471,1712939522,216599897552,1593867242,黄鱼鱼鱼鱼恫,小猪老师新婚快乐！,0,0,3,3,1,1,1
7502,1353039471,1712920751,216551906736,651095125,木村拓哉的安宝,99999早生贵子[脱单doge][脱单doge],2,0,3,3,1,1,1
7627,1353039471,1712920701,216551867168,360651796,她是我妹别误会,111,1,0,2,2,1,1,1
1513,1353039471,1713029530,216764877824,295313064,清城凌,新婚快乐[脱单doge][惊喜],0,0,3,3,1,1,1
6122,1353039471,1712928998,216572950928,509689560,迟熱,恭喜恭喜！,0,0,3,3,1,1,1
4268,1353039471,1712972534,216630622112,3546596654451179,金砸会发光呀,投个币，算份子钱,0,0,3,3,1,1,1
284,1353039471,1713141187,216942990256,445262147,不是无人区,啊，新婚快乐啊！ ！ ！当年要不是一数我数学可能100多也考不到哈哈,0,0,3,3,1,2,1
2939,1353039471,1713001728,216694796800,1615912393,秋颜AA,第6000条评论，祝您新婚快乐,0,0,3,3,1,1,1
671,1353039471,1713082900,216846711376,3493109241482144,珠zyyy,我随630，这也将是我中考成绩！[脸红],2,0,3,3,1,1,1
7232,1353039471,1712920933,216552441216,494439803,我是林阿诚,恭喜小猪老师[打call][打call][打call],0,0,3,3,1,1,1
6963,1353039471,1712921352,216553520928,3494379108960469,太阳的眼睫毛O_o,才发布了10分钟就这么多人看了呀！,5,1,3,3,1,2,1
987,1353039471,1713070140,216816939296,1082502403,若非寻常,祝小猪老师新婚快乐[打call][给心心],0,0,3,3,1,1,1
2325,1353039471,1713011245,216719119072,2049432128,杨霉2333,哇哦，太棒了，新婚快乐！,0,0,3,3,1,1,1
7253,1353039471,1712920906,216552354960,1420772702,樱里yingli,随999百万记一哥账上[抓狂][奥比岛_击爪],0,0,3,3,1,1,1
1369,1353039471,1713057152,216787019824,633224153,源星球上的仙女,祝小猪老师，新婚快乐！和漂亮姐姐长长久久！,2,0,3,3,1,1,1
3047,1353039471,1712999628,216690022480,40662784,林向阳,随一个[给心心],0,0,3,3,1,1,1
5443,1353039471,1712935027,216588878192,458072577,初霁皎皎月,新婚快乐呀,0,0,3,3,1,1,1
1048,1353039471,1713068725,216813232080,508943427,北镇抚司-芬仔仔,我嘞个豆啊,0,0,3,3,1,1,1
3253,1353039471,1712993897,216677713744,667016220,梓里liuu,小猪老师新婚快乐[脱单doge],0,0,3,3,1,1,1
5467,1353039471,1712934807,216588427648,1882194338,哇塞你我,哇,0,0,3,3,1,1,1
5310,1353039471,1712935710,216590833168,3494358418459525,随机小猪,小猪老师和师母新婚快乐! ! ![给心心],0,0,3,3,1,1,1
5695,1353039471,1712933261,216584129536,671450887,江-镜,一哥久久[打call][打call],0,1,3,3,1,1,1
1057,1353039471,1713068559,216812830560,476399681,小王子_Hope_,多多相应二胎政策啊小猪老师[脱单doge],1,0,3,3,1,2,1
4203,1353039471,1712974263,216633957920,3493111196027722,开元-寒奕,@哈利de金色飞贼 [大笑]新婚快乐！,0,1,3,3,1,1,1
