oid,timestamp,rpid,uid,uname,content,likes,replies,correlation_score
1351097913,1711184948,213635912512,345942521,黄鹤楼的老妖鹅,纯化水系统，正常来说2吨自来水出1吨-1.2吨纯化水是正常值，按照功率，循环水泵一台600-1500W，标配3台，算上其它配套控制线路，电费1小时10块，能产2吨纯化水，成本22块，是不是很便宜？以上开个玩笑，其实大头是树脂软化剂和设备成本，2吨产量的纯化水设备不会低于40W，商业用制水机还需要配套的压缩空气系统，最便宜的，10W。树脂软化剂根据纯化水制水时间，每天12小时来算，每天至少50块，也就是说2吨的纯化水设备，每天运行12小时，生产24吨纯化水，一年365天，约消耗40W+水电成本22*12*365=96360 +空压机成本10W+树脂软化剂成本50*365=18250 ，总计614610硬件成本，然后24吨水也就能灌4万瓶600ml的水，扣除瓶子成本一个5-8毛（带盖子）标签成本4万个大概1000块（不知道近几年行情怎么样，反正16年大概这个价）纸箱一个6毛-1块，人工费日常维护费杂七杂八的，每瓶水净利润在1-2毛左右，别嫌2块的纯化水贵，真实成本差不多就这价。公认的一台纯化水机，只算制造纯化水产生的利润，扣除瓶装水的商品价值，3-5年才能回本，更别说是做成瓶装水出售了。,1,0,0.6361643573570939
1351097913,1711173234,213611380448,514913148,潜の影,@杜撅恋爱,1,0,0.16563550573704705
1351097913,1711170602,213605074800,3494381164169459,あイうエお_,現在我們這的WHH三快哦[歪嘴],0,0,0.25796907848958855
1351097913,1711164453,213589260352,490263945,i场ey,经常喝纯净水对人体不好 矿泉水里有矿物质,1,0,0.38441732790288624
1351097913,1711133535,213555954160,1935658312,墨染倾城_dirge,救命，今天作文刚拿毕导当素材[笑哭],0,0,0.19019463373120674
1351097913,1711106433,213497929328,47738894,乔木松鼠,已经两块了吗，不是一块的吗[笑哭],0,0,0.1385051619687246
1351097913,1711087956,213458416768,21273863,神经病外科王叫兽,冷知识，人喝水是补充营养物质，纯水没有任何营养,0,0,0.34200515402865683
1351097913,1711085409,213453399040,386338532,天天夜茫茫,这个是真的，我做医院器械工程师的时候，有时候结果飘得太厉害了，怀疑纯水机出问题了，就拿娃哈哈做对比，反正娃哈哈的水用小米的电导笔测永远是0,0,0,0.5896665574073622
1351097913,1711083221,213448266768,474635755,上杉家的绘梨衣小姐,还好江西有润田,0,0,0.2489359685662255
1351097913,1711066216,213415705056,509548012,ufiydufskh,娃哈哈不是一块吗,0,0,0.39198104328276007
1351097913,1711032490,213381636688,3461574431869921,财源滚滚每一天,我买一瓶1.2,0,0,0.26879352900733927
1351097913,1711025008,213363359904,2231135,亲爱滴小耗子,whhyyds[歪嘴],0,0,0.16499633021314955
1351097913,1711023434,213359809904,88461661,可乐一口三杯半,不一定都是娃哈哈，主要是看手边有什么瓶子。,0,1,0.4185115719677878
1351097913,1711017107,213344932272,474347931,超级无敌汤,反正别买怡宝，我新买的一箱里面有一瓶打开过，里面有白色颗粒😰,0,0,0.23885104503036406
1351097913,1711015015,213340240464,1249105660,疑-唔-嗯-啊,呵，商战都搞到这儿来了[疼],3,1,0.2491581277709264
1351097913,1711009312,213329132048,14266565,东川路少年,我们实验室只用过屈臣氏蒸馏水来救急，没听过用娃哈哈的[笑哭],4,1,0.6103086516960422
1351097913,1710990631,213293073392,26172637,半截上树的师爷,去年跟着研究生学姐做紫外光谱，基本上哇哈哈和景田的效果是最好的,1,0,0.3646202652185342
1351097913,1710964980,213268584208,196036662,車离诸醋深虫肥沐,之前就一直在买娃哈哈，现在更喜欢了,1,0,0.3554541873104695
1351097913,1710952658,213257818800,1979658148,VICWintergoddess,之前去实验室，看到老师们用的是屈臣氏那个水做实验，一大桶那种据说很便宜,1,0,0.5530589557661609
1351097913,1710942779,213234154800,3493104795519722,共济黑暗会,等会就去买一箱农夫山泉,1,1,0.2708566502896673
1351097913,1710940132,213227802288,208100030,王九玄,还真是，我前几年去项目的时候做实验都是直接搬一箱娃哈哈，主要是在条件有限的情况下，娃哈哈是最好的平替蒸馏水，之前王力宏被传事情的时候我还担心娃哈哈会不会不卖了。,0,0,0.6278853481648001
1351097913,1710908704,213162853744,3494368874858569,dwjwl,麻蛋，娃哈哈现在都被买涨价了[辣眼睛],0,0,0.3330321969974957
1351097913,1710900894,213147415360,3494378484009037,硬件喵工作室,我的显卡就是用娃哈哈洗的,0,0,0.3827761662521717
1351097913,1710865682,213117300800,117502418,种瓜不卖瓜,我以为都自己蒸馏水,0,0,0.38417897012904917
1351097913,1710848702,213076158272,19164122,X小朱X,娃哈哈以前经常喝，后来比较难买，在后来比其他牌子的水贵，买的人少了。小餐饮店也不远进货，毕竟价格和矿泉水一个价，人家买便宜的水赚得多。,0,0,0.540545278082088
1351097913,1710844610,213066238944,387812569,20195267591_bili,屈臣氏2.5块能洗质谱仪。,0,0,0.28453305557919545
1351097913,1710842362,213061051728,37797521,M胡桃,我们一般用屈臣氏,0,0,0.2397236570998092
1351097913,1710808170,212999049504,391427125,22472067020_bili,滚,0,0,0.11891647380678848
1351097913,1710804709,212995333312,456897860,林仔很酷呀,看到娃哈哈直接一键三连,0,0,0.34641516408269524
1351097913,1710789044,212988812944,9179740,Sheldon0226,难道不是说明实验室设备简陋吗😂 MilliQ没有只能用这个替代品,1,0,0.4843591848548874
1351097913,1710775333,212969469808,364484417,57236333108_bili,说白了娃哈哈比超纯水少一步呗，我们隔壁实验室以前还用up水墩地，以前不知道，现在直呼我🌿[doge],0,0,0.5939287978415269
1351097913,1710766801,212948298816,587516900,大秦马文才,两件，，，哈哈哈，，拿货价一块2，差不多了，，批发可能更低,0,0,0.25546748463758745
1351097913,1710763548,212940792928,496068889,囧囧菇我宝贝,我们公司其他组都用纯水机，UP级别的了，但是色谱组只用娃哈哈，只有他们有,0,0,0.5202997968032077
1351097913,1710749566,212910636432,23953274,就爱挡字幕,"我好奇百岁山  为啥他比别人贵[doge]
我也好奇康师傅 为啥他比别人便宜[doge]",0,0,0.2220989112106448
1351097913,1710737321,212888672048,50666236,大汉光文帝刘渊,[脱单doge]哇哈哈闭着眼睛喝就完事，相当于天天都有人在给你做检测，有一点问题，各大高校，研究所，实验室马上检测出来。,0,0,0.3999801900446466
1351097913,1710731930,212876702304,342257681,今日韭菜,？这玩意不是一块钱一瓶的批发价？,0,2,0.2826391329810658
1351097913,1710691601,212835734528,471395647,bili_31287494271,我们实验室只用屈臣氏蒸馏水,1,0,0.4979396450084182
1351097913,1710670586,212783222640,85896219,安妮又忘记啦,果然是我孤陋寡闻了[灵魂出窍],0,0,0.11134160035226599
1351097913,1710653431,212746355008,507855139,浅笑很谦虚,确实娃哈哈纯。早也听说实验室爱用娃哈哈,0,0,0.5858996962100712
1351097913,1710649702,212737018048,22994980,orochi430,我喝水一直喝得硅晶厂得超纯水,0,0,0.466097948921748
1351097913,1710643230,212721754144,376096844,稀奇古怪一散仙,我们厂里有自己的纯化水过滤装置，不知道一套多少钱，哈哈哈，我们做实验直接去纯化水车间提水。,0,0,0.5883506590843678
1351097913,1710641276,212717872240,290733,黎明上的静悄悄,30万够装台3-5立方/小时的全自动纯化水机组了。带预处理，反渗透和edi。,0,0,0.5323864058332514
1351097913,1710606319,212683733184,136223,刷牙君,我们用的屈臣氏的，不过感觉ph有些偏酸。,0,0,0.3332066052404909
1351097913,1710601959,212672698128,23640867,l-_-lSAKU,懂了,0,0,0.182875315477892
1351097913,1710595697,212655949808,39504743,地下-丝绒,TOC做空白,0,0,0.1544058376819511
1351097913,1710595198,212654654944,3546566616943233,青青--纸巾,真的，我们化学老师是这么说的，他当年做实验没纯净水就买娃哈哈，娃哈哈yyds![打call],1,0,0.5597072612823851
1351097913,1710585081,212629445472,498413524,华仔2007,两块钱一瓶，水保熟吗？,1,0,0.37243615563088
1351097913,1710582091,212622130848,1069407847,smalldick,666,1,0,0.008761537906027744
1351097913,1710574211,212606034768,287750696,-Bll,蹭,0,0,0.09982544994426695
1351097913,1710510449,212510384880,1041473678,一兀弧延,"那个电导率的测量量头（《家中常备》的那款）
在测量完普通水以后（需不需要）用什么清洗？[doge]",0,0,0.4090801054623331
1351097913,1710509686,212508528016,451551080,是啸不是笑呀,我学校用怡宝………,0,0,0.288500752452162
1351097913,1710508385,212505366944,451297531,Charlotte_Qcc,我洗ok镜也用哇哈哈[OK],0,0,0.3720202482766448
1351097913,1710507793,212503899936,17852047,F嘎嫂宝,娃哈哈不是一块五吗~,0,0,0.38118039003462245
1351097913,1710494528,212472539344,491896850,----猫-猫----,为什么超市里看不到娃哈哈，都被实验室抢完了[翻白眼],0,2,0.5210558230918817
1351097913,1710476688,212438632048,24395436,德勒个德,真事，小米水暖毯加娃哈哈会导致水位检测的原件不通电无法加热使用[捂脸],0,0,0.3475217797123163
1351097913,1710468468,212422979072,303396,夜雨风急,为啥不是怡宝呢,0,2,0.22283803261546445
1351097913,1710467012,212420459920,253227397,秋风シブゲ,@小魂v 原来纯水机这么贵,0,4,0.6335550810313055
1351097913,1710449602,212405898784,249134169,是一条懒鱼啊,之前是不是发过？我怎么感觉我看过,0,0,0.11797119321079386
1351097913,1710437542,212398935984,699812390,静谦丶,"现在一些大V站出来骂拥护娃哈哈的都是无脑粪ju，但是都是只说一点，那就是包装的日本元素。
但是，重点难道不应该是产品本身的品质问题吗？还有企业家的人品问题吗？一个靠营销恶意竞争，靠噱头的公司，人民不喜欢不是很正常的吗？像宗老这般，在很多我们平时看不到，注意不到的细节下了很多功夫，却从来不以此为噱头，而是扎扎实实的把产品品质做好，因为敬佩这样的企业家，因为相信这样的企业会恪守底线而喜欢并购买他们的产品，这有什么问题呢？",10,3,0.3351781493850612
1351097913,1710436359,212397464640,403069205,love永远的CR7,好多吆西结晶洗农夫山泉，支持国产就完事儿了，抵制农夫山泉，支持哇哈哈,0,0,0.4263586427444646
1351097913,1710430296,212385951920,21173272,超萌紫萌,牢哈也干了  黑糖奶茶  回啊回,0,0,0.28918807054515333
1351097913,1710425751,212374662832,2087828943,嗨皮高中生,我们这里娃娃哈卖一块钱[呲牙],0,0,0.32693981915207704
1351097913,1710419025,212358869616,433309513,邵嫁衣,我学校超市一块一瓶[脱单doge],0,0,0.2561610254633796
1351097913,1710410589,212339219712,1444244572,不会编代码的修勾,我们学校用琪露诺的冰晶化掉做水[doge],0,0,0.39467303906740486
1351097913,1710405679,212329541568,28594490,demonszfy,woc哇哈哈也两块钱,0,0,0.3770431487493559
1351097913,1710392859,212307257712,1219347825,创build,但是水没有味道，还是3元600毫升的百事可乐好喝，有人说不要为了一瓶水而起争执，我的回答是我不喝水，我喝可乐[妙啊],0,0,0.3701321726270532
1351097913,1710388834,212297722880,136910258,Funbqq,我们公司虽然也用纯水机，但是纯水机接的桶装水是娃哈哈[笑哭],0,0,0.5264732435299427
1351097913,1710379445,212281131984,12071832,凌雪白狐_channel,有些还真不能用娃哈哈[吃瓜],0,0,0.339937121447876
1351097913,1710378672,212279978896,2133956852,凪风惊天,牢宗到底交了多少钱,1,0,0.18311655212981834
1351097913,1710341263,212242216672,248741098,shallow无华,为什么不用去离子水,2,1,0.46296919048251295
1351097913,1710325439,212204795424,6363526,淹死鱼的涛,不是一块五吗,0,0,0.09830295920852009
1351097913,1710292344,212142523936,438165963,通辽国刑部尚书,毕导怎么也不会想到，这个视频会成为最大的开团,6,1,0.14041848314114316
1351097913,1710251321,212096594832,100179257,夜烬大人,那维莱特：确实纯！,1,0,0.32962125187525015
1351097913,1710219880,212033461616,1507394,好麻烦啊哦,听着跟除盐水好像一个东西啊[思考],0,0,0.30750122717273515
1351097913,1710172294,211979723728,8105388,阿芮是一只鸽子,我在企业经常用的是屈臣氏,0,0,0.23192420861572388
1351097913,1710171208,211977174496,631663733,煮_鹤,说实话做化学之类的实验可以说是洗东西的艺术，分析化学更是了,0,0,0.3346323128800394
1351097913,1710164187,211959616336,368879648,灵云字安辞,批发其实很便宜[tv_笑哭],0,0,0.3239939307864838
1351097913,1710155641,211939554752,144183,爱语缠绵,纯净水算什么，我们做实验都是用娃哈哈ad钙奶的,2,0,0.6141803896441415
1351097913,1710152186,211931448016,628996196,假的小男孩,啊？？？我们实验室居然用的是同款纯水机！！再次感叹老师课题组经费真多,0,0,0.48768284970867415
1351097913,1710145098,211917483968,21605565,我的六枚血汗硬币,宗家交了多少遗产税？,3,1,0.04324330547270699
1351097913,1710144998,211917301584,318663308,恋上十二个人,有良知的中国人，一定会把哇哈哈重新送上首富宝座,0,1,0.3639345220761449
1351097913,1710132864,211896213328,3546375281182937,落天飞雪1,好熟悉的面孔,0,0,0.15899339620705497
1351097913,1710118159,211869974960,1667465872,启明星恒星,蒸馏是不是比纯水机还贵[思考],0,0,0.5774788071606017
1351097913,1710109348,211862791840,477241968,幸福靠运气,本人喜欢嗑瓜子，搞得经常上火，有时眼睛发炎一揉就红眼痒痒的，去几次医院和医生混熟了，后来他就偷偷告诉我眼睛再痒忍着别揉，常备几瓶纯净水冲冲，几块钱的事就行了，我还问医用纯净水不好买吧，他说随便找个小卖部，娃哈哈管够，那时才知娃哈哈的标准竟然这么高,0,0,0.4150164319058014
1351097913,1710084543,211840095600,273715546,捣蛋猫猫猫,我用up水,0,0,0.3650289076787284
1351097913,1710073635,211813010768,14717538,开摩托的摩的佬,1.4us/cm。已经是，超纯水的级别了。我们的送到发电厂锅炉里的除盐水也不过1us/cm。,1,0,0.4692387469061602
1351097913,1710067842,211799225488,386164971,没钱少生优生幸福一生,茅台没娃哈哈纯，茅台应该比娃哈哈便宜吗？科普以下矿物质水和纯净水哪个对身体健康有必要,1,2,0.5568172266127224
1351097913,1710060184,211781221344,210038,撒拉莱斯,屈臣氏，美滋滋,0,0,0.20907919835941807
1351097913,1710056280,211773076592,1477893789,释手洗清秋,大部分靠实验室拿货，那点量能养活一家大企业吗？还是要铺好线下渠道，这种消费品类就是渠道为王，不然只能越来越小众，不进则退。,1,0,0.3645963366613865
1351097913,1710050463,211761154512,179228004,拳国愚人,刚买的超市1.3元,0,0,0.19674766682133266
1351097913,1710047548,211754398928,666522373,HOGWARTSLEGACY,[脱单doge][脱单doge][脱单doge]👸说👴想赚某锅仁的[脱单doge][脱单doge][脱单doge]$[脱单doge][脱单doge][脱单doge]就得加入某锅的锅藉[脱单doge][脱单doge][脱单doge],1,0,0.1574043218205104
1351097913,1710031137,211719746864,1418423102,烟花不易然,我们老师说他们用的是怡宝[微笑],2,0,0.32969905302789565
1351097913,1710020038,211712368816,393323895,西西-大人,北京的自来水电导率300多这水能喝,0,0,0.36934851410431424
1351097913,1710008272,211705755392,45720598,医学使者,向宗老致敬，感谢娃哈哈为中国科研做出的贡献。,0,0,0.39770990589567085
1351097913,1710008006,211705612752,300833,喵喵侠wula,以后我就喝娃哈哈了[脱单doge],1,0,0.34746503665992984
1351097913,1710000232,211692594192,524407103,高远花梨_,我们生物老师以前是实验室做实验的 他说市面上的娃哈哈都被实验室截胡了[doge][笑哭],0,0,0.5257873160263388
1351097913,1710000137,211692439344,284544210,一口一个大黄蜂,我们这一块钱一瓶[doge],0,0,0.232082580148405
1351097913,1709996909,211684149408,363811297,松之零亘,居然  是真的……,0,0,0.1570249032350026
1351097913,1709996306,211682581344,3546587724778010,曹子雪芹1999,1.5好不好,0,0,0.2092377925530217
1351097913,1709988109,211661444880,434010182,西妤SNY,从小戴角膜塑形镜，一直用娃哈哈洗眼镜[胜利],0,0,0.34216173828044844
1351097913,1709983372,211649661680,188655292,奶旋风侠,[微笑]阿 我孤陋寡闻了，我们这都是纯水机上拿着小桶去接双蒸水或三蒸水，没见过用娃哈哈的,0,1,0.48109123846261115
1351097913,1709981813,211645669200,1945510345,ucai_,实验室里有专门的去离子水，但是做离子色谱师兄师姐用的都是大瓶的娃哈哈水,1,0,0.5391641265507986
1351097913,1709979172,211639092960,543730674,咿呀咿吖妮,@顺颂春祺-,0,1,0.16488189101991638
1351097913,1709979159,211639218480,543730674,咿呀咿吖妮,没见过娃哈哈的水  但是小时候喝娃哈哈AD钙长大的[脱单doge],0,0,0.4789925460586423
1351097913,1709978057,211636397936,14477167,寒冰水,哇哈哈和屈臣氏真的是实验室的神[OK],0,0,0.5278467315168962
1351097913,1709976589,211632989232,3461579316136887,1000米的速度是5cm-s,一捧一个不吱声,0,0,0.09837583110339627
1351097913,1709976016,211631583616,291516591,糖果罐里好多颜色Zyl,我们厂子做生产的都是自己烧的蒸馏水，有没有靠谱老哥说一个哇哈哈纯度怎么样，能不能替代蒸馏水,0,0,0.570568544514931
1351097913,1709974241,211627767744,286254089,夜雨中的你,各位科研大佬，这么纯的话还适合用来喝吗,0,6,0.4776933014533039
1351097913,1709971218,211621449872,1532867,嚯可矜矜,广西人表示开心，从小就喝的娃哈哈的纯净水，而且超市里娃哈哈的产品也不少，因为喝习惯了娃哈哈的水，所以喝其他的水总觉得有味道………,1,0,0.4966741363604141
1351097913,1709971152,211621315248,1861116871,一只爱烧香的熊猫,这边的建议是蒸馏水，肯定比娃哈哈纯[脱单doge],0,0,0.522742693211793
1351097913,1709963531,211606174304,27082531,浔轻,今天才看到实验室三大桶哇哈哈[墨镜],0,0,0.4573321684133252
1351097913,1709955802,211588208864,16929233,变焦猴,啊？纯水不是树脂交换吧？也是反渗透膜过滤吧,0,0,0.5430530020135583
1351097913,1709951091,211578312272,86723321,gxgx627,蒸馏水不好用吗,0,0,0.3997514485208252
1351097913,1709946762,211570705744,42508117,叶丶丶丶丶,我现在除了农夫山泉，啥都行。,0,0,0.24739634638276398
1351097913,1709945329,211568545568,271225958,静谧灬星空,娃哈哈：建议零售价2元，实际零售价1.5元。,1,0,0.4637477717280671
1351097913,1709943384,211566116368,6604025,火虫wwwwww,最纯的水,0,0,0.520965122080979
1351097913,1709918105,211549548096,1386394381,古枫无涯,直接蒸馏不就可以了，要一滴就现蒸出一滴,0,0,0.3304917584146632
1351097913,1709912295,211537920768,3546378055715689,锑离子,抬手一拍,2,1,0.16922827828469592
1351097913,1709910410,211533159392,1019362961,mm不会c,确实，我们实验室用的那种去离子水，都是哇哈哈的纯净水,1,0,0.653204823560294
1351097913,1709909453,211530693840,668185,天降xx,我记得本科时候用的是屈臣氏蒸馏水,0,0,0.43166009753307655
1351097913,1709906188,211522471216,189866333,元一天师,之前我和一人聊实验室聊到娃哈哈，从他一脸茫然我就知道这哥们之前指定吹牛逼呢。,0,0,0.4706923728714372
1351097913,1709902440,211513380688,101337071,夢小飞,杭州亚运会的时候 娃哈哈的产品喝到饱[脱单doge][脱单doge][脱单doge],0,0,0.4439849811981829
1351097913,1709900972,211509926448,395890641,50505214756_bili,自行车是什么梗,0,0,0.12428181291331149
1351097913,1709899770,211506955680,78737180,绫波有希酱,胡说，哇哈哈哪儿要2RMB/瓶，拼夕夕买菜用劵17RMB/24瓶[tv_色],0,0,0.43816416067959174
1351097913,1709899460,211506327696,50077822,小鱼欎,所以农夫山泉的那个广告人还是要多喝含矿物质的水是真是假啊😦有没有搞科研的老哥可以说说啊,0,0,0.3501913255872897
1351097913,1709898891,211504911680,1373034954,凌霄飞猫,妈的，屯点,0,0,0.11208040262311128
1351097913,1709897898,211502501776,1470126304,刷视频戒游戏,我们这以前镇上卖防水电插板的流窜奸商就用哇哈哈纯净水忽悠老人高价买辣鸡电插板[笑哭],0,0,0.45239435419214524
1351097913,1709897190,211500822544,2071239863,郊县天王晟晟她爹,冲洗色谱柱专业。[doge],0,0,0.2681726930981541
1351097913,1709896024,211497952784,412692049,Mr斯特里克兰,小瓶的多麻烦[doge]不都是买桶装嘛[doge],0,0,0.2576892110643031
1351097913,1709895813,211497527952,87383045,89年中老年人_,我们河南南阳家旁边就是娃哈哈厂，待遇不错……[doge],0,1,0.3234121550485176
1351097913,1709895604,211496876256,372164878,过期零食终结者,娃哈哈就是天 嘎嘎乱杀[OK][OK],0,1,0.36578396708049626
1351097913,1709890946,211485622960,1845154635,Omn17rix,根本原因还是实验室经费被贪光了,0,0,0.3214325921811727
1351097913,1709890868,211485343616,1845154635,Omn17rix,逆天,0,0,0.09540665066208803
1351097913,1709890467,211484547712,6533726,冰蒂斯的前置装甲,我们只要一块一瓶,0,0,0.20799652944220876
1351097913,1709884218,211472189680,1846857,苍白纸人,纯净水只认娃哈哈跟怡宝,0,0,0.6086389867369328
1351097913,1709881786,211468019696,1615975886,上再,"有没人科普一下，如果追求纯，怎么不直接用蒸馏水？
本人幼儿园大班还没读完，完全好奇",1,5,0.4558592217580412
1351097913,1709881659,211467734464,8350378,蘑菇煎鸡蛋,同样两元水，哇哈哈容器容量甚至是596ml，比其他550ml要多，就显得特别值[大笑],1,0,0.4738589056723938
1351097913,1709875116,211455768256,15920036,千鞍洛马,我们实验室是纯水仪接哇哈哈，延长使用寿命[脱单doge],2,0,0.5117777954335146
1351097913,1709861717,211429375120,431344732,凡人烦恼_bili,都早干嘛去了非得等宗老爷子走了才说，害得我昨天才下单支持，惭愧啊,1,0,0.07897000832237604
1351097913,1709854387,211420069056,215391577,365度C,纯水机和家里的净水器是不是一回事,0,0,0.578557921739262
1351097913,1709842935,211415432176,6540866,KonoSuba_Megumin,还是国内科研条件太差了,0,0,0.29269460369918443
1351097913,1709836864,211412727936,359200482,EommK,娃哈哈口感好[脱单doge],0,0,0.3679669334083538
1351097913,1709835417,211411576688,85786553,梓川咲太の情敌,长沙人，好像很多年在湖南好几个市买不到哇哈哈了，，，,0,0,0.2741281207670322
1351097913,1709815373,211371374000,12750163,光头的老莫,我TM辛辛苦苦做了两天的双蒸水。。。和哇哈哈比起来杂质含量多了两个量级。。。,2,0,0.46388161335063877
1351097913,1709815160,211370962000,438675640,彗星绘随心,希望遇到有不卖农夫山蛇产品的店，我以后都只去他家买东西！,0,0,0.1495593539131918
1351097913,1709810143,211359556480,36409520,五月の菠萝包,那天设备厂家过来的工程师:你们用买的瓶装娃哈哈做实验？？,1,0,0.5624231313541618
1351097913,1709804246,211345987792,20796395,mm360541260,大学在实验室见娃哈哈太多了，以至于我潜移默化地觉得娃哈哈不能喝。[笑哭]出门在外都避开娃哈哈纯净水。[笑哭],0,0,0.595431839821161
1351097913,1709804143,211345921600,17550233,BBSvR,这么说吧小瓶的娃哈哈纯净水批发价也就几毛一瓶 用几万块来买水的话 够用不少时间呢,0,0,0.5876142076486073
1351097913,1709801285,211340292752,106313110,想做猫娘,还有一个怡宝！也很纯！,0,0,0.2911480230867877
1351097913,1709799456,211337089456,343304759,風萧天,喝水我只喝哇哈哈，泡面我只吃白象，手机我只用华为 鞋子只穿鸿星尔克,0,0,0.3732344537861303
1351097913,1709797556,211334004304,44102440,滑稽博士_,我们实验室用的去离子水不会也是哇哈哈吧[doge],0,0,0.5446078255349734
1351097913,1709794351,211328762480,313509050,百亊可乐官方,两块？建议零售价1.5,0,0,0.21578790108832038
1351097913,1709789627,211320860800,144007156,给我一盒大大卷,可以拿来洗隐形眼镜！,0,0,0.27764486656369586
1351097913,1709788444,211318546848,113836,summeralways,不是毕导。。你这期和@不相及研究所 2022年3月15日https://b23.tv/BV1or4y1B73T 那期高度重复啊，连梗出现的顺序都是一样的[辣眼睛],1,0,0.14393699341090152
1351097913,1709742362,211269043264,3309675,猫猫祟祟plus,还有绿瓶那个屈臣氏,0,0,0.27504180534489414
1351097913,1709706548,211192711440,1774514350,朗运仪器,确实牛 哇哈哈 [呲牙][呲牙][呲牙][呲牙][打call][打call][打call][打call][打call][打call][打call],0,0,0.24089338997133808
1351097913,1709706081,211192058960,480929824,暖阳阳阳丶,而且用一半喝一半[大笑],0,0,0.2731928262426952
1351097913,1709691678,211164806608,397027405,克劳德莫奈,当年就是因为纯净水被农夫山泉干趴了,0,0,0.34892683822206205
1351097913,1709689785,211161756096,388349486,Ncr7丨Kiana,"200000万/2元一瓶=100000瓶
100000瓶*596毫升=59600000毫升",0,0,0.2947820390115794
1351097913,1709687267,211158202064,220195250,刀煮鱼肉,毕导你好，新家装修后着急入住，家里有小孩，十分担心甲醛危害，可以科普一下甲醛以及如何科学除甲醛吗？感谢[抱拳][抱拳],3,2,0.23694577170362405
1351097913,1709666335,211145852112,307052473,卧龙扇,我在家烧开水都是用娃哈哈桶装水[呲牙],0,0,0.4263544154660484
1351097913,1709661709,211142609328,620921956,偏I虚荣,现在看了视频知道该买谁家的了吧,0,0,0.2341410286072355
1351097913,1709648039,211116007264,1073293966,水ノ瀬琴里,然而有钱的实验室直接用屈臣氏,0,1,0.4199785278133089
1351097913,1709642388,211102439888,3272105,拉了3天3夜,好神奇,0,0,0.19627192717872574
1351097913,1709638187,211092761600,23996522,漫次元社,做化妆品的纯水不知道是否等同,0,0,0.5047503507444495
1351097913,1709636680,211089373504,3461582937917816,末那识-,过期哇哈哈，性价比最高,0,0,0.39789932681799545
